Stop Name,Latitude,Longitude,Num trips in stop,Boothcode,Routes with num trips
Umar Bhagh Layout,12.91295005,77.56535679,13,29171214,"{'12-F': 11, 'MYH-UBL': 1, 'TTC-UBL': 1}"
Yarabnagara,12.91572500,77.56937167,122,29171214,"{'PNN-MDL': 1, '13-B': 33, 'KLO-KMT': 6, 'PPLO-KML-KBS': 3, 'UTH-PNN-KMT': 2, '201-J': 32, '210-UB BEML5-KBS': 2, 'KSLO-VSD-SBS': 1, 'KLO-MONO-VSD-KBS': 1, '15-A': 41}"
Dayananda Sagar College,12.90946957,77.56523265,636,29171215,"{'SGH-KSLO': 4, 'SGH-KSLO2': 1, 'CS-DSC-DSCU': 2, 'BTP-110': 9, '210-A': 40, 'D13G-ISRO': 4, '13-C': 42, '15-G': 38, '210-G': 42, '210-R': 37, '13-A': 32, 'KLO-KMT': 6, 'CHAKRA-3A': 27, 'SGH-ILO': 1, 'BSK-KML': 3, '15-E': 52, '15-E KBS-KML': 1, 'BSK-ISRO': 3, 'DSC-JBN': 1, 'JBN-DSC': 1, 'BSK-KLO': 2, 'SBS-JBS-ISROL': 1, 'BEMLA-25': 2, 'VSD-KML': 2, 'CHAKRA-3': 21, '378-H': 7, 'V-500W': 19, '600-G': 11, '600-D': 17, 'PPLO-KML-KBS': 3, '15-C': 44, 'BSK-CNDR': 2, 'VSD-RVR-KSLO': 1, '210-GA': 18, '210-X': 16, 'MBS-9': 16, '210-UB BEML5-KBS': 2, '210-AA': 17, '210-U': 25, '500-KK': 22, 'KSLO-VSD-SBS': 1, 'KBS-KML-PPLO': 2, 'MF-17': 32, 'NICE-2A': 4, 'KLO-MONO-VSD-KBS': 1, 'MB-9 BMT45-ISROL': 1, 'JBS-KML': 1}"
Iliyas Nagara,12.90862033,77.57042617,54,29171215,"{'15-K': 11, '502-J': 17, 'PPLO-MRBP': 2, '2-B': 17, 'D-13-JSD': 1, 'V-D13-JSD': 2, 'NICE-2A': 4}"
JP Nagara 1st Phase,12.91132728,77.57458276,10,29171215,"{'29-A': 8, 'JPN1-VSD': 1, 'BSK-JPF': 1}"
Kadirenahalli Cross,12.91391963,77.56660329,2985,29171215,"{'13-K': 13, 'BSK-JHBCSLO': 1, 'PNN-MDL': 1, 'SGH-KSLO': 4, 'SGH-KSLO2': 1, '12-F': 11, '15-K': 11, '501-GA': 39, '501-GA BSN-AGR': 2, '43-E SNBS-SVN': 2, 'BTP-110': 9, 'CSB-MTR': 4, '210-A': 40, 'ACC B-56': 2, '374-F': 12, '500-J': 17, '502-M': 10, '13-C': 42, 'BEML5-NDH-BSK': 0, 'BEML5-BSK': 2, '510-A': 30, '13-B': 33, '500-KB': 11, 'ABP-BSK': 9, '600-K': 19, '600-KA': 12, '600-KC': 5, 'BSK-VSP': 6, '46-A': 22, '201-K': 14, '15-G': 38, 'KBS-PPLO': 16, '373-M': 15, '375-E': 17, 'BSK-D12G': 7, 'BSN-NDH-BSK': 3, 'SBS-PPLO': 17, 'KMT-PPLO': 13, '210-G': 42, '501-A': 38, '223-J': 9, '500-KE': 15, 'SGH-PPLU': 1, '375-H': 8, 'BSK-BSN': 11, 'BSK-KGR': 20, '13-S': 5, '210-R': 37, 'HSRC-GBV': 3, 'BDD-ITPL': 2, 'D13G-HBL': 4, 'BSK-UTH-KHBQS': 6, '210-FA': 20, '13-A': 32, 'MBS-24 KDG-D21G': 5, 'KLO-KMT': 6, '210-E': 42, 'ATB-BBS': 4, 'CHAKRA-3A': 27, '13-H': 17, '375 JBS-BEML5': 2, '375-J': 25, '210-HB': 16, 'KWS-BGR': 1, '401-B PTH-VRP-TDL': 0, 'PPLO-TNF': 3, 'VSP-FDR-1': 23, 'BSK-MNCB': 2, '375-C': 32, '401-MN': 14, '600-F D21G-ATB': 8, 'BEML5-ATB': 7, '410-FA': 43, '501-BH': 24, 'BSK-HSKH': 1, 'SGH-ILO': 1, 'BSK-BSK3': 0, 'BSK-NDH-BEML5': 5, 'BSK-KML': 3, '15-E': 52, '15-E KBS-KML': 1, '410-FB': 11, 'BSK-ISRO': 3, 'V-600K': 31, '410-J D31G-JBS': 4, 'JVS-BSK': 5, 'DSC-JBN': 1, 'JBN-DSC': 1, 'CKA-CPR': 1, 'SGH-KGR': 1, '600-C PPLO-CPR': 2, 'BTP-ITPL': 7, 'SGH-GDP': 1, 'BEMLA-28': 2, '375-B': 46, 'BSK-DPJN': 5, '501-B': 7, '279-F': 0, 'V-600KA': 3, 'SBS-JBS-ISROL': 1, 'D34G-UTH-BSK': 5, '13-D': 13, 'BEMLA-25': 2, 'V-600KB': 13, 'V-600M': 4, 'VSD-KML': 2, 'BSK-AGL': 1, '410-FC BSK-TVK': 3, 'BSK-NDH-GKW': 1, '410-A': 18, 'PNN-ACC B6': 6, 'UTH-BSK-HBL': 3, 'MBS-24': 3, 'BSK3-MRNB': 2, '501 KGR-JPN6': 2, 'KGR-UTH-BSK-KDG': 4, 'BEML5-BMH': 0, 'V-500P': 15, 'CLO-BSK': 8, 'V-500KR': 16, '600-F D31G-ATB': 3, 'BSK-UTH- MTR': 6, 'V-500CH': 29, 'BSK-CKA': 2, '210-H': 20, '410-G': 19, 'BTM-KGR': 3, '210-Z': 35, 'SGH-PNN': 3, 'CHAKRA-3': 21, '502-M CKBS-MRHB': 1, 'PSB-ATB': 1, '375-G': 24, 'V-500KE': 28, 'V-500W': 19, 'BDD-MKNHL': 1, '600-G': 11, '600-D': 17, '210-V': 19, 'BSK-MTR': 4, 'VDPC-KDG': 0, 'VSP-FDR-2': 18, 'MTR-UTH-BSK': 11, 'PPLO-KML-KBS': 3, 'JBS-PPLO': 5, '600-KD SMH-ELCW': 1, '600-KD ELCW-SMH': 1, '15-C': 44, '210-EA': 6, '226-H': 11, 'YTTMC-BSK': 4, 'BSK-CNDR': 2, 'D13G-BSK-HBL': 1, 'PPLO-MMI-KBS': 4, 'VSD-RVR-KSLO': 1, 'KRP-MRH-BSK-MTR': 3, 'MTR-BSK-MRHB-KRP': 3, 'V-500KC': 28, '375-GA': 5, '210-GA': 18, 'KRPRS-HSK': 2, '210-X': 16, '402-M': 7, 'VTTMC-KDG': 3, '210-D': 22, 'D13G-BTP': 4, '276-N': 8, 'UTH-PNN-KMT': 2, 'MBS-9': 16, 'V-600KC': 7, '201-J': 32, 'PTH-BSK': 3, '600-FB': 19, 'MCTC-BSK': 11, 'SGH-CKLS': 2, '210-Q': 23, 'BSK-JHC': 13, '210-UB BEML5-KBS': 2, '500-AD': 13, 'KGRRO-KDG': 4, '210-AA': 17, '502 BSN-KDG': 2, 'JBS-HNR-KMT': 2, 'KMT-HNR-JBS': 2, 'BSK-MNNK': 1, 'NDH MF-1': 33, 'BELGS-13': 2, '410 D31-CSB': 1, 'BSK-VPS': 2, 'KRM-BDD': 1, 'MF-12': 51, '410 PSB-BMH': 8, '210-U': 25, 'ELCW-KHBQ': 1, 'BEML5-ELCW': 1, 'MTR-MRHB-KDG': 2, '500-KK': 22, 'V-500K': 40, 'BSK-NBC-CLO-VJN': 2, '401-SA': 8, 'HBL-MRHB-CSB-NDH-KGR': 1, 'CPR-BSK-PNN': 1, 'HBL-RRN BEML5': 6, 'CAPGPS-3': 2, 'MTR-32': 3, 'KGR-CSB-MRHB-HBL': 2, 'PPLO-UTH-KRR-KBS': 1, 'KSLO-VSD-SBS': 1, 'V-KHBC-BSK': 6, '410-K': 38, '600-KD': 17, 'KGR-UTH-KDG': 6, '234-B': 2, '375-D BABASP-BSK': 1, '502 MRHB-KHBQ': 2, 'V-500KS': 33, 'KBS-KML-PPLO': 2, 'HVH-BSK': 2, 'MF-17': 32, 'MF-20': 28, '410-E': 7, 'HPN-ACCB7': 2, 'PPLO-UTH-BSK-VSP': 1, '375-D': 80, 'PNN-CPR': 2, '375-D BSN-BSK': 2, '375-J BSK-TPR': 1, 'KGR-NDH-BSK': 3, 'KGRPS-NDH-BSK': 2, 'V-BNP-BSK-SCR': 6, 'DPJN-PESIT-BSK': 2, '410-FA BSK-SMH': 5, 'BSN-BSK': 11, '410 DPJN-BMH': 3, '600-FD': 19, '600-FD DPJN-ATB': 1, '410-K BSK-PSB': 2, 'V-BUCG-KGR-NDH-BSK-CSB-MRHB': 1, 'V-SWN-VJN-NDH-BSK-CSB-ITPL': 4, 'V-BSK-NYND-NGBVC-SWN': 2, 'V-D13-BSK-CSB-Intel ORR': 4, '600-KB UFLYO': 5, '600-KD UFLYO': 8, '600-KB': 25, 'MF-4': 15, '13 PPL-SBS': 2, 'GNR-CSB-KDG': 2, '410-F': 10, 'V-KGR-NYD-BSK': 5, 'KLO-MONO-VSD-KBS': 1, '222-D KMT-KHBQ': 1, '501-BH BSK-BMT45': 1, 'V-SMPBS-KDG': 3, 'V-Seetha Circle-KDG': 1, 'D13G-BSK': 8, 'D13G-KDG': 13, 'MB-9 BMT45-ISROL': 1, '410-K NMG-BSK': 1, '410-T': 6, '600-C SNR-CPR': 1, '210E': 11, '375-D BEML5-BTML': 1, '201 GBV-BSK': 1, '410-FC': 24, '410-FC BSK-GGP': 1, 'PNN-BSK-SSPL': 1, 'BMT20-PADB': 1, 'BSK3-SGH': 1, 'V-500-CA KMK-JFWTC': 3, 'V-D13-BTP': 2, 'V-500A SPO-BSK-HBLB': 2, 'V-BEML-KDG': 1, 'V-KGR-NYD-HBL': 2, 'V-500KD': 6, 'V-501A BSK-AIT': 2, '501-F': 19, '410-PS': 14, 'V-500KB': 16, '500ACA-PNN-HBL': 1, 'V-AIT-NBVC-NYD-BSK': 1, 'CSBS-SGH': 1, '500-L CKA-HBL': 2, 'V-500-D13-ITPL': 2, 'PLO-VLS': 1, 'V-BMT13-BSK-RMM': 1, 'V-D13KMK-BSK-BNP': 6, 'D13G-BNP': 3, 'V-BSK-NYD-AIT': 1, '410--J': 23, '15-A': 41, '13-E': 30, 'D10G-BSK': 3, 'JBS-KML': 1, 'BSK-PNN': 5, 'BSK-VKN': 1, '401-B YNTAEH-YTTMC': 3, '285-K KBS-PTML': 7, '13-J': 15}"
Sarakki,12.90942689,77.57284284,1693,29171215,"{'KBS-KMS': 3, 'VSD-AGR': 1, 'KMT-AGR': 1, 'KBS-AGR': 2, 'BEML B-4': 2, '211-L': 1, '212-M': 13, 'FDR-9': 0, 'BSK-ANP': 1, 'PHS-3': 17, '215-T': 16, '216-B': 12, '215-X': 15, 'BSK-JPN6': 3, 'JPN6-BSK2': 1, 'KBS-DSCU': 2, 'JBN-DSCU': 1, 'SGH-ABL': 2, 'SGH-UTH': 3, '213-C': 12, 'BSK-BCCL': 1, 'BSK-TRL': 1, '306-B': 8, 'CS-KNKT-D03': 1, 'BSK-SMP': 1, '285-P': 13, '213-P': 8, '215-F': 34, '211-D': 16, '211-T': 10, '213-A': 4, '211-A': 8, '214-C': 5, '215-B': 34, '215-Z': 20, '211-K': 12, 'KBS-MKD': 2, 'MKD-KBS': 2, '215-K': 56, 'KBS-BCMC': 2, '213-R': 10, '240-F': 13, '211-U': 11, 'D34G-BSK': 7, '213-J': 7, '215-NB': 12, '213-Q': 5, 'BSK-MTRP': 1, 'BSK-RGL': 8, 'KBS-GAT': 8, '211-G': 9, '211-RA': 5, '214-G': 22, '215-N': 25, 'KBS-5H': 24, 'MKT-5H': 24, '213-DA': 7, '213-DB': 7, '217-D': 14, 'BSK-JFM': 4, 'TGPB-HBL': 2, '210-C': 16, 'KMT-GAT': 3, '215-Y': 14, 'GAT-SBS': 3, 'KBS-KNBC': 2, '287-M': 7, '210-B': 16, '213-QA': 8, '214-H': 15, 'BSK-BGTC': 2, '215-U': 8, 'BSK-GDPL': 1, '214-D KMT-TRLE': 8, '215-W': 14, '217-E': 10, '211-DA': 7, '211-R': 10, 'BSK-AGR': 2, 'SNBS-TTG': 2, 'BSK-MKD': 1, 'SNBS-MKD': 1, 'ABLO-KBS': 2, 'BSK-ABL': 10, '213-F': 8, '213-M': 8, 'KBS-BLO': 3, '224-E': 9, 'BSK-AMR': 8, '214-B': 10, 'KBC-GKVK': 2, '245-C': 10, 'BSK-VLS': 4, '214-D': 15, 'BSK-TTG': 2, '245-DA': 6, '211-J': 6, '215-A': 32, 'KBS-BWSR': 1, 'KMT-VDH': 3, 'BSK-MNN': 3, 'KMT-GATM': 2, '211-H': 11, 'KDYL-KBS': 1, '501 KGR-JPN6': 2, '212-B': 7, '213-FA': 9, 'KBS-AVL': 6, '255-C YTTMC-PLH': 1, 'BSK-D34G': 20, 'KMT-BSK-KTNR': 0, '213-D': 6, '214-L': 6, '378-C': 16, '211-B': 12, '212-C': 12, '210-V': 19, 'JLOT-KMT': 2, 'KMT-BSK-KKC-D34G': 0, '215-J': 20, '215-BA': 16, 'ANJP-ITPL': 1, 'D34G -KKC-BSK': 2, 'KBS-HRH-BNGP': 5, '215-R': 12, '219-A GR College': 5, '219-A': 9, 'KBS-BTKL': 2, '211 BSK-AVS': 1, '213-N': 10, '212-D': 11, 'NICE-2': 7, 'KMT-KKC-JSD': 4, 'JSD-KKC-KMT': 4, '201 GBV-BSK': 1, 'ELC-SMPBS': 2, 'BSK-GUBMG': 2, 'GBLG-ITPL': 1, 'VLS-KBS': 2, '215-BB': 20, '213-K': 17, '213-H': 9, '216-A': 10, '213-E': 6, '213-L': 10, 'GPO-GAT': 2, '213-T': 9, 'MF-10': 14, 'MF-10A': 1, 'D34-JSD-KMT': 2, 'BSKTTMC-ANP': 13, 'SPBS-ITPL': 2, 'KBS-SPBS': 1, '214-J': 8, '215-AB': 28, 'KBS-BSK-KTN-JSD': 3, 'KKC-BSK-JBN': 2, '214-E': 20, '215NC': 19, 'SGH-ANP10': 3, '213-W': 7, 'D44G-KKC-KMT': 7, 'D44G-KBS': 6, 'BSK-KKC-ANJP10': 10, 'KBS-D44G': 11, 'KMT-BSK-D44G': 12, 'MF-22': 17, 'BSKTTMC-VLS': 1, '214-DA': 12, 'VLS-BSK-KBS': 2, 'BSK-NGA': 1, 'MF-20': 28, 'MF-20A': 44, '410-E': 7, 'MF-21': 36, '211-AA': 20, 'V-215N': 1, '211-M': 6, '211-M BSK-HNLD': 1, '211-N': 12, '211-N BSK-BDD': 2, 'V-BSK-TLGS': 1, 'V-JSD-BSK': 2, 'V-SRS-BSK': 1, 'AS-14': 18, '210-B KBS-KMT-CCG': 3, '213-V': 2, '378-AB': 4, '213 KMT-VETS': 1, '215K-BSK-VETS': 1, 'TGPS-ITPL': 2, 'PLO-VLS': 1, 'NGS-BSK-VLS': 1, '211-Q': 8, 'BEMLB-6': 2, 'BSK-HRH': 7, 'BSK-KGP': 5, '211-E': 11, 'HAL-D06G': 3, '223-A': 12, '211-C': 19, 'BSK-VDH': 2, 'BELGS-8': 2, 'BSK-TGP': 1, '285-B': 26, '212-F': 2, '9998': 0}"
Umar Bhagh Layout,12.91295005,77.56535679,13,29171215,"{'12-F': 11, 'MYH-UBL': 1, 'TTC-UBL': 1}"
Yarabnagara,12.91572500,77.56937167,122,29171215,"{'PNN-MDL': 1, '13-B': 33, 'KLO-KMT': 6, 'PPLO-KML-KBS': 3, 'UTH-PNN-KMT': 2, '201-J': 32, '210-UB BEML5-KBS': 2, 'KSLO-VSD-SBS': 1, 'KLO-MONO-VSD-KBS': 1, '15-A': 41}"
Dayananda Sagar College,12.90946957,77.56523265,636,29171216,"{'SGH-KSLO': 4, 'SGH-KSLO2': 1, 'CS-DSC-DSCU': 2, 'BTP-110': 9, '210-A': 40, 'D13G-ISRO': 4, '13-C': 42, '15-G': 38, '210-G': 42, '210-R': 37, '13-A': 32, 'KLO-KMT': 6, 'CHAKRA-3A': 27, 'SGH-ILO': 1, 'BSK-KML': 3, '15-E': 52, '15-E KBS-KML': 1, 'BSK-ISRO': 3, 'DSC-JBN': 1, 'JBN-DSC': 1, 'BSK-KLO': 2, 'SBS-JBS-ISROL': 1, 'BEMLA-25': 2, 'VSD-KML': 2, 'CHAKRA-3': 21, '378-H': 7, 'V-500W': 19, '600-G': 11, '600-D': 17, 'PPLO-KML-KBS': 3, '15-C': 44, 'BSK-CNDR': 2, 'VSD-RVR-KSLO': 1, '210-GA': 18, '210-X': 16, 'MBS-9': 16, '210-UB BEML5-KBS': 2, '210-AA': 17, '210-U': 25, '500-KK': 22, 'KSLO-VSD-SBS': 1, 'KBS-KML-PPLO': 2, 'MF-17': 32, 'NICE-2A': 4, 'KLO-MONO-VSD-KBS': 1, 'MB-9 BMT45-ISROL': 1, 'JBS-KML': 1}"
Iliyas Nagara,12.90862033,77.57042617,54,29171216,"{'15-K': 11, '502-J': 17, 'PPLO-MRBP': 2, '2-B': 17, 'D-13-JSD': 1, 'V-D13-JSD': 2, 'NICE-2A': 4}"
JP Nagara 1st Phase,12.91132728,77.57458276,10,29171216,"{'29-A': 8, 'JPN1-VSD': 1, 'BSK-JPF': 1}"
Kadirenahalli Cross,12.91391963,77.56660329,2985,29171216,"{'13-K': 13, 'BSK-JHBCSLO': 1, 'PNN-MDL': 1, 'SGH-KSLO': 4, 'SGH-KSLO2': 1, '12-F': 11, '15-K': 11, '501-GA': 39, '501-GA BSN-AGR': 2, '43-E SNBS-SVN': 2, 'BTP-110': 9, 'CSB-MTR': 4, '210-A': 40, 'ACC B-56': 2, '374-F': 12, '500-J': 17, '502-M': 10, '13-C': 42, 'BEML5-NDH-BSK': 0, 'BEML5-BSK': 2, '510-A': 30, '13-B': 33, '500-KB': 11, 'ABP-BSK': 9, '600-K': 19, '600-KA': 12, '600-KC': 5, 'BSK-VSP': 6, '46-A': 22, '201-K': 14, '15-G': 38, 'KBS-PPLO': 16, '373-M': 15, '375-E': 17, 'BSK-D12G': 7, 'BSN-NDH-BSK': 3, 'SBS-PPLO': 17, 'KMT-PPLO': 13, '210-G': 42, '501-A': 38, '223-J': 9, '500-KE': 15, 'SGH-PPLU': 1, '375-H': 8, 'BSK-BSN': 11, 'BSK-KGR': 20, '13-S': 5, '210-R': 37, 'HSRC-GBV': 3, 'BDD-ITPL': 2, 'D13G-HBL': 4, 'BSK-UTH-KHBQS': 6, '210-FA': 20, '13-A': 32, 'MBS-24 KDG-D21G': 5, 'KLO-KMT': 6, '210-E': 42, 'ATB-BBS': 4, 'CHAKRA-3A': 27, '13-H': 17, '375 JBS-BEML5': 2, '375-J': 25, '210-HB': 16, 'KWS-BGR': 1, '401-B PTH-VRP-TDL': 0, 'PPLO-TNF': 3, 'VSP-FDR-1': 23, 'BSK-MNCB': 2, '375-C': 32, '401-MN': 14, '600-F D21G-ATB': 8, 'BEML5-ATB': 7, '410-FA': 43, '501-BH': 24, 'BSK-HSKH': 1, 'SGH-ILO': 1, 'BSK-BSK3': 0, 'BSK-NDH-BEML5': 5, 'BSK-KML': 3, '15-E': 52, '15-E KBS-KML': 1, '410-FB': 11, 'BSK-ISRO': 3, 'V-600K': 31, '410-J D31G-JBS': 4, 'JVS-BSK': 5, 'DSC-JBN': 1, 'JBN-DSC': 1, 'CKA-CPR': 1, 'SGH-KGR': 1, '600-C PPLO-CPR': 2, 'BTP-ITPL': 7, 'SGH-GDP': 1, 'BEMLA-28': 2, '375-B': 46, 'BSK-DPJN': 5, '501-B': 7, '279-F': 0, 'V-600KA': 3, 'SBS-JBS-ISROL': 1, 'D34G-UTH-BSK': 5, '13-D': 13, 'BEMLA-25': 2, 'V-600KB': 13, 'V-600M': 4, 'VSD-KML': 2, 'BSK-AGL': 1, '410-FC BSK-TVK': 3, 'BSK-NDH-GKW': 1, '410-A': 18, 'PNN-ACC B6': 6, 'UTH-BSK-HBL': 3, 'MBS-24': 3, 'BSK3-MRNB': 2, '501 KGR-JPN6': 2, 'KGR-UTH-BSK-KDG': 4, 'BEML5-BMH': 0, 'V-500P': 15, 'CLO-BSK': 8, 'V-500KR': 16, '600-F D31G-ATB': 3, 'BSK-UTH- MTR': 6, 'V-500CH': 29, 'BSK-CKA': 2, '210-H': 20, '410-G': 19, 'BTM-KGR': 3, '210-Z': 35, 'SGH-PNN': 3, 'CHAKRA-3': 21, '502-M CKBS-MRHB': 1, 'PSB-ATB': 1, '375-G': 24, 'V-500KE': 28, 'V-500W': 19, 'BDD-MKNHL': 1, '600-G': 11, '600-D': 17, '210-V': 19, 'BSK-MTR': 4, 'VDPC-KDG': 0, 'VSP-FDR-2': 18, 'MTR-UTH-BSK': 11, 'PPLO-KML-KBS': 3, 'JBS-PPLO': 5, '600-KD SMH-ELCW': 1, '600-KD ELCW-SMH': 1, '15-C': 44, '210-EA': 6, '226-H': 11, 'YTTMC-BSK': 4, 'BSK-CNDR': 2, 'D13G-BSK-HBL': 1, 'PPLO-MMI-KBS': 4, 'VSD-RVR-KSLO': 1, 'KRP-MRH-BSK-MTR': 3, 'MTR-BSK-MRHB-KRP': 3, 'V-500KC': 28, '375-GA': 5, '210-GA': 18, 'KRPRS-HSK': 2, '210-X': 16, '402-M': 7, 'VTTMC-KDG': 3, '210-D': 22, 'D13G-BTP': 4, '276-N': 8, 'UTH-PNN-KMT': 2, 'MBS-9': 16, 'V-600KC': 7, '201-J': 32, 'PTH-BSK': 3, '600-FB': 19, 'MCTC-BSK': 11, 'SGH-CKLS': 2, '210-Q': 23, 'BSK-JHC': 13, '210-UB BEML5-KBS': 2, '500-AD': 13, 'KGRRO-KDG': 4, '210-AA': 17, '502 BSN-KDG': 2, 'JBS-HNR-KMT': 2, 'KMT-HNR-JBS': 2, 'BSK-MNNK': 1, 'NDH MF-1': 33, 'BELGS-13': 2, '410 D31-CSB': 1, 'BSK-VPS': 2, 'KRM-BDD': 1, 'MF-12': 51, '410 PSB-BMH': 8, '210-U': 25, 'ELCW-KHBQ': 1, 'BEML5-ELCW': 1, 'MTR-MRHB-KDG': 2, '500-KK': 22, 'V-500K': 40, 'BSK-NBC-CLO-VJN': 2, '401-SA': 8, 'HBL-MRHB-CSB-NDH-KGR': 1, 'CPR-BSK-PNN': 1, 'HBL-RRN BEML5': 6, 'CAPGPS-3': 2, 'MTR-32': 3, 'KGR-CSB-MRHB-HBL': 2, 'PPLO-UTH-KRR-KBS': 1, 'KSLO-VSD-SBS': 1, 'V-KHBC-BSK': 6, '410-K': 38, '600-KD': 17, 'KGR-UTH-KDG': 6, '234-B': 2, '375-D BABASP-BSK': 1, '502 MRHB-KHBQ': 2, 'V-500KS': 33, 'KBS-KML-PPLO': 2, 'HVH-BSK': 2, 'MF-17': 32, 'MF-20': 28, '410-E': 7, 'HPN-ACCB7': 2, 'PPLO-UTH-BSK-VSP': 1, '375-D': 80, 'PNN-CPR': 2, '375-D BSN-BSK': 2, '375-J BSK-TPR': 1, 'KGR-NDH-BSK': 3, 'KGRPS-NDH-BSK': 2, 'V-BNP-BSK-SCR': 6, 'DPJN-PESIT-BSK': 2, '410-FA BSK-SMH': 5, 'BSN-BSK': 11, '410 DPJN-BMH': 3, '600-FD': 19, '600-FD DPJN-ATB': 1, '410-K BSK-PSB': 2, 'V-BUCG-KGR-NDH-BSK-CSB-MRHB': 1, 'V-SWN-VJN-NDH-BSK-CSB-ITPL': 4, 'V-BSK-NYND-NGBVC-SWN': 2, 'V-D13-BSK-CSB-Intel ORR': 4, '600-KB UFLYO': 5, '600-KD UFLYO': 8, '600-KB': 25, 'MF-4': 15, '13 PPL-SBS': 2, 'GNR-CSB-KDG': 2, '410-F': 10, 'V-KGR-NYD-BSK': 5, 'KLO-MONO-VSD-KBS': 1, '222-D KMT-KHBQ': 1, '501-BH BSK-BMT45': 1, 'V-SMPBS-KDG': 3, 'V-Seetha Circle-KDG': 1, 'D13G-BSK': 8, 'D13G-KDG': 13, 'MB-9 BMT45-ISROL': 1, '410-K NMG-BSK': 1, '410-T': 6, '600-C SNR-CPR': 1, '210E': 11, '375-D BEML5-BTML': 1, '201 GBV-BSK': 1, '410-FC': 24, '410-FC BSK-GGP': 1, 'PNN-BSK-SSPL': 1, 'BMT20-PADB': 1, 'BSK3-SGH': 1, 'V-500-CA KMK-JFWTC': 3, 'V-D13-BTP': 2, 'V-500A SPO-BSK-HBLB': 2, 'V-BEML-KDG': 1, 'V-KGR-NYD-HBL': 2, 'V-500KD': 6, 'V-501A BSK-AIT': 2, '501-F': 19, '410-PS': 14, 'V-500KB': 16, '500ACA-PNN-HBL': 1, 'V-AIT-NBVC-NYD-BSK': 1, 'CSBS-SGH': 1, '500-L CKA-HBL': 2, 'V-500-D13-ITPL': 2, 'PLO-VLS': 1, 'V-BMT13-BSK-RMM': 1, 'V-D13KMK-BSK-BNP': 6, 'D13G-BNP': 3, 'V-BSK-NYD-AIT': 1, '410--J': 23, '15-A': 41, '13-E': 30, 'D10G-BSK': 3, 'JBS-KML': 1, 'BSK-PNN': 5, 'BSK-VKN': 1, '401-B YNTAEH-YTTMC': 3, '285-K KBS-PTML': 7, '13-J': 15}"
