route_long_name,route_short_name,agency_id,route_type,route_id
KR Market ⇔ Honachenahalli,383-B,1,3,2vq
KR Market ⇔ Honnasandra,255-J,1,3,28z
KR Market ⇔ Honnasandra,258-R,1,3,1vz
KR Market ⇔ Hoovinayakanahalli,289-C,1,3,fx
KR Market ⇔ Horamavu Agara,302-G KMT-HRA,1,3,257
KR Market ⇔ Hosahalli Kodagalahatti,282-A,1,3,29a
KR Market ⇔ Hosahalli Kodagalahatti,290 KMT-HSH,1,3,18
KR Market ⇔ Hosahallipalya,253-P,1,3,31r
KR Market ⇔ Hosakote Bus Stand (Old),326-E,1,3,ji
KR Market ⇔ Hosakote Bus Stand (Old),MKT-12HK,1,3,13v
KR Market ⇔ Hulimangala Hosakote,306-MH,1,3,im
KR Market ⇔ Hunasuru,293-F,1,3,ur
KR Market ⇔ Hunasuru,316-D,1,3,2gj
KR Market ⇔ Hunnigere,258-Q,1,3,29
KR Market ⇔ Huralagere,306-A KMT-HLG,1,3,21f
KR Market ⇔ Huskur,316-C,1,3,mr
KR Market ⇔ Huskur Village,255-A,1,3,l7
KR Market ⇔ Huttanahalli,282,1,3,26c
KR Market ⇔ Immadihalli,324,1,3,u
KR Market ⇔ Indo Dyanish Farm,253,1,3,qc
KR Market ⇔ JK Basavanna Nagara,266-R,1,3,27u
KR Market ⇔ Jakkur,286,1,3,1j6
KR Market ⇔ Jakkur,286-G KMT-KBS-JKR,1,3,2sl
KR Market ⇔ Jakkur Layout,286-A,1,3,1wh
KR Market ⇔ Jalige,285-J,1,3,2ku
KR Market ⇔ Janthagundanahalli,329-B,1,3,2xv
KR Market ⇔ Jayamangala,306-MA,1,3,2pu
KR Market ⇔ Jinke Bachahalli,285-CA,1,3,2yi
KR Market ⇔ Jodi Ragi Thimmasandra,258-WA KMT-JTS,1,3,2c1
KR Market ⇔ Juttanahalli,285-JC,1,3,sk
KR Market ⇔ Jyothipura Budigere,318,1,3,2v0
KR Market ⇔ K Narayanapura Main Bus Stand,293-C,1,3,18j
KR Market ⇔ Kacharakanahalli,317-J,1,3,2s0
KR Market ⇔ Kada Agrahara,293-B,1,3,2bt
KR Market ⇔ Kadayarappanahalli,289-K,1,3,2cg
KR Market ⇔ Kadirenahalli,263-C,1,3,2o8
KR Market ⇔ Kadugodi Bapuji Circle,326-C,1,3,2fs
KR Market ⇔ Kadugodi Bus Station,319 KMT-KDG,1,3,2z8
KR Market ⇔ Kadusonnappanahalli,294-A,1,3,2nf
KR Market ⇔ Kaggalahalli,316-K,1,3,hk
KR Market ⇔ Kaggalahalli,316-Q,1,3,m2
KR Market ⇔ Kakolu Village,285-E,1,3,1o4
KR Market ⇔ Kalkere,301-A,1,3,zh
KR Market ⇔ Kalkunte Agrahara,304-E,1,3,yw
KR Market ⇔ Kallodu,253-F,1,3,tc
KR Market ⇔ Kalyananagara 302,302-D,1,3,2f3
KR Market ⇔ Kalyananagara Bus Stand,293 KMT-KLN,1,3,2j8
KR Market ⇔ Kamalanagara,96-E KMT-KNR,1,3,4
KR Market ⇔ Kamanahalli,323-M,1,3,2q1
KR Market ⇔ Kamarasanahalli,317-N,1,3,2n7
KR Market ⇔ Kammasandra,263,1,3,2hg
KR Market ⇔ Kammasandra,263-R KMT-KDRH-KMS,1,3,1a3
KR Market ⇔ Kanasawadi,253-G KMT-KNW,1,3,1at
KR Market ⇔ Kanasawadi,285-RB,1,3,68
KR Market ⇔ Kanegowdanahalli,258-P,1,3,267
KR Market ⇔ Kannurahalli,317-D,1,3,2an
KR Market ⇔ Kannuru,280,1,3,9l
KR Market ⇔ Kannuru,280-E,1,3,2yv
KR Market ⇔ Kannuru,290-KN,1,3,vo
KR Market ⇔ Kanshiram Nagara,266-Q,1,3,1m9
KR Market ⇔ Karekal,306-C,1,3,op
KR Market ⇔ Karlapura,251-M,1,3,2k1
KR Market ⇔ Kasaghattapura,254-A,1,3,2hp
KR Market ⇔ Kathriguppe,323-N,1,3,sa
KR Market ⇔ Kattigenahalli,305-N,1,3,23z
KR Market ⇔ Kattigenahalli,317-YA,1,3,1xx
KR Market ⇔ Kattu Gollahalli,316-J,1,3,u8
KR Market ⇔ Kaval Byrasandra,111,1,3,1we
KR Market ⇔ Kempalingapura,298-C,1,3,lc
KR Market ⇔ Kempalingapura,298-C KMT-AGO-KLP,1,3,1n1
KR Market ⇔ Kempapura,254-D,1,3,2cr
KR Market ⇔ Kempapura,254-E,1,3,m1
KR Market ⇔ Kempapura,336-A,1,3,266
KR Market ⇔ Kempapura Agarahara,55-B,1,3,1q3
KR Market ⇔ Kendriya Vihara Yalahanka,284 KMT-KVRY,1,3,13a
KR Market ⇔ Khaji Sonnenahalli,319,1,3,1w7
KR Market ⇔ Kodathi Village,327-F,1,3,1wg
KR Market ⇔ Kodigehalli,288-C,1,3,12n
KR Market ⇔ Koduru,306-M KMT-KDR,1,3,ih
KR Market ⇔ Kolathuru,380,1,3,24p
KR Market ⇔ Koluvarayanahalli,285-H,1,3,2j7
KR Market ⇔ Kondashettyhalli,266-M,1,3,1iu
KR Market ⇔ Koramangala Bus Station,140 KMT-SNBS-KRM,1,3,1jr
KR Market ⇔ Koramangala Bus Station,140-E KMT-EJP-KRM,1,3,1hy
KR Market ⇔ Koramangala Bus Station,143 KMT-NSR-KRM,1,3,mj
KR Market ⇔ Kotur,329-C,1,3,24j
KR Market ⇔ Krishnaraja Pura Govt Hospital,300-HA,1,3,10h
KR Market ⇔ Krishnaraja Pura Govt Hospital,KMT-TNF-KRPGH,1,3,qs
KR Market ⇔ Kuduregere Colony,283-B,1,3,2eb
KR Market ⇔ Kuduregere Madanayakanahalli,250-SA KMT-KDGM,1,3,28j
KR Market ⇔ Kuduregere Madanayakanahalli,257-D,1,3,2f4
KR Market ⇔ Kuguru,323-B,1,3,15w
KR Market ⇔ Kumbalahalli,317-E,1,3,oi
KR Market ⇔ Kumbarahalli,254-B,1,3,27x
KR Market ⇔ Kurubarahalli,317-K,1,3,2e1
KR Market ⇔ Kuthaganahalli,323-D,1,3,dj
KR Market ⇔ Laggere New Bus Stand,251-D,1,3,31e
KR Market ⇔ Lakkondahalli,381-A,1,3,1sq
KR Market ⇔ Lakshman Rao Nagara Anepalya,163-C,1,3,2qj
KR Market ⇔ Lakshmipura,266-Q KMT-LXP,1,3,4w
KR Market ⇔ Lal Bahaddur Shastri Nagara,335-C,1,3,1g7
KR Market ⇔ Linganahalli,285-D,1,3,1zd
KR Market ⇔ Machenahalli Dabaspete,258-M KMT-MCH,1,3,2ub
KR Market ⇔ Machonayakanahalli,258-A,1,3,10b
KR Market ⇔ Madagondanahalli,253-H,1,3,31x
KR Market ⇔ Madappanahalli,266-K,1,3,1b8
KR Market ⇔ Madappanahalli,329-A,1,3,1tt
KR Market ⇔ Madavara Village,257-B,1,3,2me
KR Market ⇔ Madhugirihalli,266-E,1,3,1mf
KR Market ⇔ Madhura Nagara,329-K,1,3,1yw
KR Market ⇔ Magadi,256-MB,1,3,ic
KR Market ⇔ Mahadeshwara Nagara,24-A,1,3,9v
KR Market ⇔ Makanahalli,305-B,1,3,270
KR Market ⇔ Malleshpalya New Bus Station(Vignananagar),314-FA,1,3,2v7
KR Market ⇔ Mallohallipalya,253-K KMT- MLHP,1,3,2bh
KR Market ⇔ Manorayanapalya,114-G,1,3,2i0
KR Market ⇔ Maragondanahalli,301,1,3,nm
KR Market ⇔ Marappa Garden,119-B,1,3,317
KR Market ⇔ Marasandra,289-G,1,3,2dx
KR Market ⇔ Marasandra,293-J,1,3,pc
KR Market ⇔ Marasandra,306-L,1,3,2yc
KR Market ⇔ Marasandra,308-B,1,3,2xu
KR Market ⇔ Mattahalli,255,1,3,1wt
KR Market ⇔ Mavallipura,254,1,3,21t
KR Market ⇔ Meesagaanahalli,282-B,1,3,11d
KR Market ⇔ Munikondappa Layout Widia Factory,250-CC,1,3,2rq
KR Market ⇔ Munnekolalu,338,1,3,p6
KR Market ⇔ Muthkur,251-G,1,3,1u
KR Market ⇔ Muthkur,266-A,1,3,2bm
KR Market ⇔ Muthkur,321,1,3,6m
KR Market ⇔ Muthsandra,329,1,3,2aj
KR Market ⇔ Muthugadahalli,293-E,1,3,yb
KR Market ⇔ Muthugadahalli,322,1,3,cx
KR Market ⇔ Muthugadahalli Hostel,266-G,1,3,2ar
KR Market ⇔ Mylanahalli,281,1,3,18m
KR Market ⇔ Mylanahalli,293-K,1,3,r9
KR Market ⇔ Mylanahalli,293-K KMT-ANKC-SBS-MYH,1,3,2f
KR Market ⇔ Mylappanahalli,266-B,1,3,20e
KR Market ⇔ Mylappanahalli,266-N KMT-MLPH,1,3,q4
KR Market ⇔ N R I  Layout,301-A KMT-NRIL,1,3,29r
KR Market ⇔ NR Colony,31 KMT-NRC,1,3,2f8
KR Market ⇔ Naduvatti,305,1,3,19j
KR Market ⇔ Nagadasanahalli,285-A,1,3,12c
KR Market ⇔ Naganayakanakote,321-D,1,3,2k6
KR Market ⇔ Nagaresh Nagenahalli,292,1,3,31t
KR Market ⇔ Nagondanahalli,324-A,1,3,86
KR Market ⇔ Narasipura,255-E,1,3,1jd
KR Market ⇔ Narayanakere,306-E,1,3,2pa
KR Market ⇔ Neelasandra Bus Stand,143,1,3,1t
KR Market ⇔ Neeleri,298-ME KMT-AGO-NLR,1,3,27j
KR Market ⇔ Neeleri,298-ME KMT-NLR,1,3,cd
KR Market ⇔ Nekkundi Dommasandra,323-H,1,3,1qg
KR Market ⇔ Nelamangala Bus Station,258,1,3,1to
KR Market ⇔ Neragenahalli,297,1,3,56
KR Market ⇔ Nerige,323-E,1,3,2fr
KR Market ⇔ Nidaghatta,382-B,1,3,ho
KR Market ⇔ Padmanabha Nagara Rock,15-A,1,3,ru
KR Market ⇔ Panathuru,336,1,3,a1
KR Market ⇔ Panathuru Dinne,327-B,1,3,20q
KR Market ⇔ Patalamma Temple,285-MA KMT-CVB-PTML,1,3,225
KR Market ⇔ Patalamma Temple,285-MK KMT-PTML,1,3,18d
KR Market ⇔ Patalamma Temple,G-10 KMT-THS-PTML,1,3,1jx
KR Market ⇔ Pillahalli,255-C,1,3,zv
KR Market ⇔ Poojena Agrahara,317-C,1,3,8i
KR Market ⇔ Puneethrajakumar Circle,293-A,1,3,38
KR Market ⇔ Pura,306-M,1,3,1z1
KR Market ⇔ Railway Gollahalli,253-E,1,3,2s7
KR Market ⇔ Ramanayakanahalli,323-G,1,3,2eu
KR Market ⇔ Rampura,307,1,3,xt
KR Market ⇔ Rampura,313-F,1,3,4t
KR Market ⇔ Razakpalya,282-C,1,3,vn
KR Market ⇔ Razakpalya,290-R,1,3,do
KR Market ⇔ Razakpalya,293,1,3,1lu
KR Market ⇔ Sadenahalli,285-K,1,3,1p4
KR Market ⇔ Samethanahalli,321-C,1,3,dt
KR Market ⇔ Sampangere,304-M,1,3,xq
KR Market ⇔ Shamarajapura,266-N,1,3,1o3
KR Market ⇔ Shampura,415-D,1,3,2f0
KR Market ⇔ Shivakote,251,1,3,1k6
KR Market ⇔ Shivanaapura,382-A,1,3,2yy
KR Market ⇔ Shivanapura,256 KMT-SVP,1,3,1e5
KR Market ⇔ Shivanapura,258-F KMT-SVP,1,3,2kk
KR Market ⇔ Shivanapura,304-VA,1,3,41
KR Market ⇔ Shrinivagilu Bus Stand,140-A,1,3,1rd
KR Market ⇔ Singahalli,293-D,1,3,ya
KR Market ⇔ Solur,380-E,1,3,cy
KR Market ⇔ Somalapura,306-G,1,3,198
KR Market ⇔ Somashettyhalli,250-F,1,3,j4
KR Market ⇔ Somathanahalli,316-T,1,3,2iq
KR Market ⇔ Sophiya School,114 KMT-SPHS,1,3,18r
KR Market ⇔ Sri Ramapura,286-D,1,3,2ie
KR Market ⇔ Sri Ramapura,291,1,3,nu
KR Market ⇔ Sri Venkateshwara Nagara,286-E,1,3,98
KR Market ⇔ Srinivasapura Nelamangala,258-J,1,3,2pl
KR Market ⇔ St Johns High School Thomas Cafe,302-D KMT- SJHST,1,3,t4
KR Market ⇔ St Vincent Palloti School,302-C KMT-SVPS,1,3,u3
KR Market ⇔ Suggatta,283-A,1,3,1mb
KR Market ⇔ Sultan palya,114,1,3,88
KR Market ⇔ Tattanuru,322-M,1,3,2am
KR Market ⇔ Teachers Colony Geddalahalli,293-C KMT-THC,1,3,1yj
KR Market ⇔ Thammarasanahalli Madhugirihalli,253-W,1,3,2vy
KR Market ⇔ Thammenahalli,250-E,1,3,1jy
KR Market ⇔ Tharabanahalli,305-M KMT-TBH,1,3,rs
KR Market ⇔ Tharabanahalli,317-TA,1,3,5o
KR Market ⇔ Tharahunase,283-E,1,3,2al
KR Market ⇔ Tharahunase,285,1,3,st
KR Market ⇔ Tharahunase,285-N,1,3,2e8
KR Market ⇔ Thavatahalli,380-B,1,3,dw
KR Market ⇔ Thindlu,288,1,3,26r
KR Market ⇔ Thindlu,306-B,1,3,2z7
KR Market ⇔ Thippennahalli,263-A,1,3,129
KR Market ⇔ Thore Nagasandra,253-D,1,3,16o
KR Market ⇔ Thyamagondlu,258-M,1,3,q6
KR Market ⇔ Uganawadi,298-A,1,3,ze
KR Market ⇔ Uganawadi,298-A KMT-AGO-UNV,1,3,mu
KR Market ⇔ Ummalu,380-N,1,3,1oo
KR Market ⇔ Vabasandra,381-G,1,3,1ci
KR Market ⇔ Vagata,383,1,3,yt
KR Market ⇔ Vajrakattepalya,258-SA,1,3,135
KR Market ⇔ Valepura,328-E,1,3,26k
KR Market ⇔ Varthuru,328,1,3,hc
KR Market ⇔ Veeranahalli,307-A,1,3,1nb
KR Market ⇔ Vidyaniketan School Hebbala,KMT-KBS-VNS,1,3,ar
KR Market ⇔ Vidyaniketan School Hebbala,KMT-KRC-RTN-VNS,1,3,11l
KR Market ⇔ Vidyaranyapura Bus Station,269-A KMT-RCP-VRP,1,3,n4
KR Market ⇔ Vidyaranyapura Bus Station,276-E,1,3,pg
KR Market ⇔ Vijayapura Bus Stand Jangamakote,298-MV,1,3,2pm
KR Market ⇔ Vishwanath Nagenahalli,287-D,1,3,9p
KR Market ⇔ Vishwanath Nagenahalli,415-F,1,3,1rg
KR Market ⇔ Yalahanka Satellite Town,284-A,1,3,2mk
KR Market ⇔ Yarappana Bande,293-L,1,3,g6
KR Market ⇔ Yarappana Bande,KMT-BLS-YPB,1,3,1xo
KR Market ⇔ Yelachagere,258-VC,1,3,1p2
KR Market ⇔ Yelahanka Old Town,276-F KMT-YHKOT,1,3,1kp
KR Market ⇔ Yelahanka Old Town,280-A KMT-YHKOT,1,3,4y
KR Market ⇔ Yelahanka Old Town,290-E KMT-YHKOT,1,3,2u2
KR Market ⇔ Yelahanka Old Town,G-10,1,3,2ap
KR Market ⇔ Yettu Kodi,304-P,1,3,2r8
KR Pura Market ⇔ Devanahalli New Bus Station,316-Y KRP-DVH,1,3,t8
KR Pura Market ⇔ Dr BR Ambedkar Bus Terminal (Domlur),315-G,1,3,26m
KR Pura Metro Station ⇔ Vidyaranyapura Bus Station,507-C VRP-KRPMS,1,3,xx
KR Pura Railway Station ⇔ Kengeri Bus Station,502-D,1,3,hl
Kadabagere Cross ⇔ Nelamangala Bus Station,BC-7A KDBGC-MNKH-NMG,1,3,208
Kadugodi Bus Station ⇔ Attibele Bus Stand,328-HA,1,3,sj
Kadugodi Bus Station ⇔ Attibele Bus Stand,V-328HK,1,3,dv
Kadugodi Bus Station ⇔ BEML Layout 5th stage,335-S,1,3,1j4
Kadugodi Bus Station ⇔ Chandra Layout,333-L,1,3,1uq
Kadugodi Bus Station ⇔ Chowdeshwarinagara JP Park,500-QK,1,3,t3
Kadugodi Bus Station ⇔ Deepanjalinagara,333-L KDG-VKD-DPN,1,3,eu
Kadugodi Bus Station ⇔ Depot-06 Gate,SBS-1K KDG-D6G,1,3,23p
Kadugodi Bus Station ⇔ Hebbala Bridge,V-500DF KDG-HBLB,1,3,31w
Kadugodi Bus Station ⇔ Hosakote Bus Stand (Old),328-H KDG-HSK,1,3,1gd
Kadugodi Bus Station ⇔ Kadugodi Bus Station Arrival,MF-3A,1,3,bz
Kadugodi Bus Station ⇔ Kadugodi Bus Station Arrival,MF-4A,1,3,23k
Kadugodi Bus Station ⇔ Kamalanagara BEML Layout,335-G,1,3,y6
Kadugodi Bus Station ⇔ Kempegowda International Airport,KIA-6,1,3,28p
Kadugodi Bus Station ⇔ Kempegowda International Airport,KIA-6A,1,3,5u
Kadugodi Bus Station ⇔ Kendriya Vidyalaya DRDO Quarters,335-E KDG-KVDRDO,1,3,5k
Kadugodi Bus Station ⇔ Mahalakshmi Layout,335-M,1,3,2re
Kadugodi Bus Station ⇔ Mahathma Vidhyalaya Muttanalluru,399 KDG-MVM,1,3,8a
Kadugodi Metro Station ⇔ Kannamangala,MF-1K,1,3,244
Kakkehalli ⇔ Kempegowda Bus Station,285-CB KKH-KBS,1,3,2qh
Kakolu Village ⇔ Kempegowda Bus Station,285-E KBS-KKLV,1,3,1sd
Kakolu ⇔ Kempegowda Bus Station,266-C KKL-KBS,1,3,yn
Kalamandira  Marathahalli Bridge ⇔ Jakkur Layout,500-A MRH-JKLO,1,3,1kl
Kalkere ⇔ Chikka Thirupathi,304-VK,1,3,2ht
Kalkere ⇔ Nagawara Junction,KLK-NGWJN,1,3,be
Kallodu ⇔ Kempegowda Bus Station,253-F KBS-KLD,1,3,1vb
Kalyana Mantapa Koramangala ⇔ Banashankari Bus Station,201 KRM KM-BSK,1,3,w8
Kalyananagara Bus Stand ⇔ 5th Block HBR Layout,KLN-HBR,1,3,1lz
Kalyananagara Bus Stand ⇔ 5th Block HBR Layout,KLNB-HBRL,1,3,2zt
Kalyananagara Bus Stand ⇔ Amarajyothi Badavane,KLN-AJB,1,3,16k
Kalyananagara Bus Stand ⇔ Ambedkar Medical College Shampura,KLN-DAMC,1,3,yd
Kalyananagara Bus Stand ⇔ BEML Factory,KLNB-BNWD-SMVT-BEML,1,3,1mv
Kalyananagara Bus Stand ⇔ Banashankari Bus Station,412 KLN-BSK,1,3,2vl
Kalyananagara Bus Stand ⇔ Bhartiya City Chokkanahalli,KLN-BCC,1,3,u4
Kalyananagara Bus Stand ⇔ Byatarayanapura,BC-9 KLNB-BTRNP,1,3,30s
Kalyananagara Bus Stand ⇔ Depot-06 Gate,KLN-SMVT-D06G,1,3,2hf
Kalyananagara Bus Stand ⇔ Dr BR Ambedkar Bus Terminal (Domlur),412 KLN-BRAB DMLR,1,3,14b
Kalyananagara Bus Stand ⇔ Govindapura,KLN-GNP,1,3,13n
Kalyananagara Bus Stand ⇔ HRBR 1st Stage,KLN-HRBR1,1,3,17n
Kalyananagara Bus Stand ⇔ Kanakagiri Horamavu,MF-7 KLN-KNG,1,3,64
Kalyananagara Bus Stand ⇔ Maruthi School,KLN-UTM,1,3,1wp
Kalyananagara Bus Stand ⇔ Narendra Tent Nagawara,KLN-NTKH,1,3,1as
Kalyananagara Bus Stand ⇔ Oasis School,KNB-OASIS,1,3,1tl
Kalyananagara Bus Stand ⇔ Old Baiyappanahalli,302 KLN-OBH,1,3,1qs
Kalyananagara Bus Stand ⇔ Shivajinagara Bus Station,293 KLN-LGP-SBS,1,3,vg
Kalyananagara Bus Stand ⇔ Sophiya School,293 KLN-SPHS,1,3,bk
Kalyananagara Bus Stand ⇔ Yelahanka Old Town,290-E KLN-YLKOT,1,3,2ud
Kalyananagara ⇔ Om Shakthi Temple,303-G KLN-OST,1,3,12l
Kalyananagara ⇔ Sarjapura,500-CH KLN-SJP,1,3,yk
Kalyananagara ⇔ Shilpa Bakery Horamavu Road,KLN-SBH,1,3,em
Kalyananagara ⇔ Telecom Layout Ashwath Nagara,KLN-TCL,1,3,27k
Kalyananagara ⇔ Vaddarapalya (Anugraha Meadows),KLN-VDP,1,3,e8
Kamakya Talkies ⇔ BEML Factory,45-G KMK-KBS-BEMLF,1,3,p7
Kamakya Talkies ⇔ Hebbala Bridge,V-500A D13G-BSK-HBL,1,3,2xt
Kamakya Talkies ⇔ Royal Meenakshi Mall BG Road,V-BMT13-BSK-RMM,1,3,27t
Kamalanagara BEML Layout ⇔ Yeshawanthapura Bus Station,96-B BEMLK-YTTMC,1,3,29l
Kammasandra ⇔ KR Market,308 KMS-KMT,1,3,1er
Kammasandra ⇔ Kempegowda Bus Station,308 KMS-KBS,1,3,2z4
Kanakagiri Horamavu ⇔ Bayyappanahalli Metro Station  Back Gate,MF-7,1,3,s6
Kanasawadi ⇔ Kempegowda Bus Station,285-RB KBS-KNW,1,3,17s
Kangovi PVT LTD Kukkanahalli ⇔ Kengeri Bus Station,502-K  KVK-KGR,1,3,5e
Kannuru ⇔ Shivajinagara Bus Station,290-R KNR-THS-SBS,1,3,ef
Karenahalli ⇔ KR Market (Kalasipalya),212-B KMT-KRH,1,3,1z5
Karubele ⇔ Bidadi,226-N KRBL-BDD,1,3,ag
Karubele ⇔ Yeshawanthapura Bus Station,401-M KRB-YTTMC,1,3,24g
Kaval Byrasandra ⇔ KHB Colony,180,1,3,r8
Kempapura Agarahara ⇔ Chandra Layout,55-B KPA-CLO,1,3,1cf
Kempapura ⇔ Kadugodi Bus Station,KMP-KDG,1,3,5b
Kempegowda Bus Station ⇔ 2nd Stage 11th Block Nagarabhavi,244-H,1,3,1fd
Kempegowda Bus Station ⇔ 2nd Stage Kanteeravanagara,80-E,1,3,2g7
Kempegowda Bus Station ⇔ 2nd stage Kuvempunagara,271-B,1,3,132
Kempegowda Bus Station ⇔ 5th Block HBR Layout,296,1,3,zn
Kempegowda Bus Station ⇔ 5th Block HBR Layout,296-B,1,3,2uq
Kempegowda Bus Station ⇔ 5th Phase Yelahanka New Town,276-F KBS-YSTF,1,3,287
Kempegowda Bus Station ⇔ 5th Phase Yelahanka New Town,402-B,1,3,3b
Kempegowda Bus Station ⇔ 9th Block Jayanagara (40th Cross),18,1,3,1ts
Kempegowda Bus Station ⇔ ADMC Quarters Office,300-H KBS-ADMC,1,3,gv
Kempegowda Bus Station ⇔ AGS Layout,234-F KBS-AGSLO,1,3,185
Kempegowda Bus Station ⇔ AGS Layout Arehalli,45-D,1,3,cb
Kempegowda Bus Station ⇔ ARMY PUBLIC SCHOOL (Parachute Regiment),285 KBS-ARMYPR,1,3,2za
Kempegowda Bus Station ⇔ Abbaiah Layout,314-X,1,3,30h
Kempegowda Bus Station ⇔ Abbigere,271-A,1,3,57
Kempegowda Bus Station ⇔ Abbigere,273-B,1,3,2kr
Kempegowda Bus Station ⇔ Active Public School Hommadevanahalli,365 KBS-APSH,1,3,ht
Kempegowda Bus Station ⇔ Adigondanahalli,359-A,1,3,25v
Kempegowda Bus Station ⇔ Agara,212-D,1,3,1y1
Kempegowda Bus Station ⇔ Aluru BDA 2nd Stage,255-AE,1,3,2xe
Kempegowda Bus Station ⇔ Alurupalya,257-E,1,3,5f
Kempegowda Bus Station ⇔ Amarajyothi Badavane,415-H,1,3,c3
Kempegowda Bus Station ⇔ Amarajyothi Badavane,415-H KBS-VSD-AJB,1,3,16a
Kempegowda Bus Station ⇔ Ambedkar Institute of Technology,238-U KBS-AIT,1,3,1pt
Kempegowda Bus Station ⇔ Anagalipura,295-B,1,3,23r
Kempegowda Bus Station ⇔ Anekal,356-M,1,3,2lu
Kempegowda Bus Station ⇔ Anekal,356-M KBS-ELCFLY-ANK,1,3,16q
Kempegowda Bus Station ⇔ Anekal,365-P,1,3,2dg
Kempegowda Bus Station ⇔ Anekal,V-356M,1,3,27n
Kempegowda Bus Station ⇔ Anekal,V-356M FLY,1,3,11t
Kempegowda Bus Station ⇔ Anjanapura,215-N,1,3,2c4
Kempegowda Bus Station ⇔ Anjanapura,215-ND,1,3,30b
Kempegowda Bus Station ⇔ Anjanapura 10th  Block,215-H KBS-ANJ10,1,3,11f
Kempegowda Bus Station ⇔ Anjanapura 10th Block,215 KBS-D44G,1,3,2fc
Kempegowda Bus Station ⇔ Anjanapura 10th Block,215-NC,1,3,10c
Kempegowda Bus Station ⇔ Annapoorneshwarinagara,246,1,3,wi
Kempegowda Bus Station ⇔ Annapoorneshwarinagara,252-RA,1,3,300
Kempegowda Bus Station ⇔ Aralimaradapalya,242-Y KBS-AMP,1,3,1g1
Kempegowda Bus Station ⇔ Are Bannimangala,289-CB,1,3,1ko
Kempegowda Bus Station ⇔ Arehalli,304-H,1,3,il
Kempegowda Bus Station ⇔ Arehalli,304-X,1,3,cr
Kempegowda Bus Station ⇔ Attibele Bus Stand,360-K,1,3,22p
Kempegowda Bus Station ⇔ Attibele Bus Stand,360-K Fly KBS-ATB,1,3,1y
Kempegowda Bus Station ⇔ Attibele Bus Stand,KBS-3F,1,3,1kq
Kempegowda Bus Station ⇔ Attibele Bus Stand,V-360B,1,3,ui
Kempegowda Bus Station ⇔ Attibele Bus Stand,V-360B Flyover,1,3,2m3
Kempegowda Bus Station ⇔ Atturu,402-C,1,3,q8
Kempegowda Bus Station ⇔ Avalahalli BDA Layout,215-B KBS-ABDA,1,3,2hq
Kempegowda Bus Station ⇔ Avalahalli BDA Park Girinagara,10-J,1,3,177
Kempegowda Bus Station ⇔ Avalahalli BDA Park Girinagara,36-A,1,3,13j
Kempegowda Bus Station ⇔ Avalahalli New BDA Layout,36-G,1,3,nw
Kempegowda Bus Station ⇔ B Krishnappa Nagara,242-B KBS-BKPN,1,3,ka
Kempegowda Bus Station ⇔ BCMC Layout Raghuvanahalli,211-L,1,3,tn
Kempegowda Bus Station ⇔ BCMC Layout Raghuvanahalli,215-BA KBS-BCMC,1,3,r4
Kempegowda Bus Station ⇔ BDA Flats Kommaghatta,210-E KBS-KMTFLY-KBDA,1,3,2l5
Kempegowda Bus Station ⇔ BEL Factory,271 KBS-BELF,1,3,2gv
Kempegowda Bus Station ⇔ BEL Factory,276 KBS-BELF,1,3,165
Kempegowda Bus Station ⇔ BEL Layout Dasanapura,255-B,1,3,s1
Kempegowda Bus Station ⇔ BEML Layout 5th stage,210-WA KBS-BEML5,1,3,2ey
Kempegowda Bus Station ⇔ BEML Layout 5th stage,225-C,1,3,dg
Kempegowda Bus Station ⇔ BGS Health City,225-CF,1,3,1js
Kempegowda Bus Station ⇔ BHEL Concord Layout,225-D KBS-BHELCL,1,3,280
Kempegowda Bus Station ⇔ BHEL Layout Water Tank,225-CB,1,3,15o
Kempegowda Bus Station ⇔ BMSIT College Campous Yelahanka,285-M KBS-BMSIT,1,3,25
Kempegowda Bus Station ⇔ BN Bachegowda Badavane,304-R,1,3,y2
Kempegowda Bus Station ⇔ BSF Yalahanka,291-LA,1,3,yl
Kempegowda Bus Station ⇔ BUC ADM Block,238-U KBS-BUCADM,1,3,cv
Kempegowda Bus Station ⇔ Babusabpalya 302,302-A,1,3,1j2
Kempegowda Bus Station ⇔ Babusabpalya 302,302-F,1,3,xm
Kempegowda Bus Station ⇔ Bagalur,289-S,1,3,1tb
Kempegowda Bus Station ⇔ Bagalur,293-S,1,3,9h
Kempegowda Bus Station ⇔ Balagere,332-A,1,3,1p8
Kempegowda Bus Station ⇔ Banarahalli,306-F KBS-BRH,1,3,2mw
Kempegowda Bus Station ⇔ Banasawadi,300-B,1,3,x
Kempegowda Bus Station ⇔ Banashankari 5th Stage,210-NB,1,3,2p8
Kempegowda Bus Station ⇔ Banashankari Bus Station,12,1,3,9e
Kempegowda Bus Station ⇔ Bandapura,357 KBS-BDP,1,3,2jt
Kempegowda Bus Station ⇔ Bande Bommasandra,295-E,1,3,tj
Kempegowda Bus Station ⇔ Bande Kodigehalli palya,281-G,1,3,1gh
Kempegowda Bus Station ⇔ Bande Kodigehallipalya Cross,289-Z,1,3,261
Kempegowda Bus Station ⇔ Bande Maramma Bus Station,238-C,1,3,1xm
Kempegowda Bus Station ⇔ Bande Mutt Badavane Radiant Enclave,221-G,1,3,2n0
Kempegowda Bus Station ⇔ Bangarappa Nagara,225-G,1,3,2ki
