route_long_name,route_short_name,agency_id,route_type,route_id
Kempegowda Bus Station ⇔ Bangarappa Nagara,43-JA,1,3,gg
Kempegowda Bus Station ⇔ Bannerughatta National Park,365,1,3,2we
Kempegowda Bus Station ⇔ Bannerughatta National Park,C-365,1,3,1l7
Kempegowda Bus Station ⇔ Bannerughatta National Park,V-365,1,3,1ha
Kempegowda Bus Station ⇔ Basavanagara,333-C,1,3,o4
Kempegowda Bus Station ⇔ Basavanapura Church,365-R,1,3,183
Kempegowda Bus Station ⇔ Basaveshwaranagara New Bus Stand,88,1,3,ue
Kempegowda Bus Station ⇔ Basaveshwaranagara New Bus Stand,88-B,1,3,1ta
Kempegowda Bus Station ⇔ Beerasandra Chapradakallu,298-MF,1,3,1l5
Kempegowda Bus Station ⇔ Beguru,289-M,1,3,28u
Kempegowda Bus Station ⇔ Beguru,343-E,1,3,2em
Kempegowda Bus Station ⇔ Beguru Lake,343-B,1,3,125
Kempegowda Bus Station ⇔ Bellikere,329-H,1,3,11k
Kempegowda Bus Station ⇔ Bengaluru Central Jail,347-F,1,3,h9
Kempegowda Bus Station ⇔ Bettahalli Kaval,213-H KBS-BHKVL,1,3,2jf
Kempegowda Bus Station ⇔ Bettanapalya,230-B,1,3,1be
Kempegowda Bus Station ⇔ Bettenahalli,285-KA KBS-BTN,1,3,1vk
Kempegowda Bus Station ⇔ Bettenahalli,285-P KBS-BTNH,1,3,1jj
Kempegowda Bus Station ⇔ Bharath Nagara 2nd Stage,241-D,1,3,ep
Kempegowda Bus Station ⇔ Bhavani Nagara 2nd Stage,243-J,1,3,1ou
Kempegowda Bus Station ⇔ Bhoopasandra,279-H,1,3,12f
Kempegowda Bus Station ⇔ Bhuvaneshwari Nagara,45-B,1,3,2u9
Kempegowda Bus Station ⇔ Bidadi,226-Q,1,3,1mc
Kempegowda Bus Station ⇔ Bidadi,231-M,1,3,nh
Kempegowda Bus Station ⇔ Bileshivale,294-E,1,3,yi
Kempegowda Bus Station ⇔ Bommasandra Village,355,1,3,2et
Kempegowda Bus Station ⇔ Bommawara,298-MA,1,3,1yx
Kempegowda Bus Station ⇔ Brahma Devara Gudda,241-D KBS-BDG,1,3,24e
Kempegowda Bus Station ⇔ Brundavana Nagara,49,1,3,1b7
Kempegowda Bus Station ⇔ Budigere,316-B,1,3,2yw
Kempegowda Bus Station ⇔ Byatarayana Doddy,365-E KBS-BTD,1,3,2de
Kempegowda Bus Station ⇔ Byatarayana Doddy,365-E KBS-BTRD,1,3,29h
Kempegowda Bus Station ⇔ Byatha,285-L KBS-BYT,1,3,z6
Kempegowda Bus Station ⇔ Bychapura,298-B,1,3,1qz
Kempegowda Bus Station ⇔ Bychapura,298-B KBS-ANSR-BCP,1,3,me
Kempegowda Bus Station ⇔ Bylakonenahalli,240-E KBS-BKH,1,3,2ir
Kempegowda Bus Station ⇔ Byramangala,226-SB,1,3,139
Kempegowda Bus Station ⇔ Byranayakanahalli,258-SD KBS-BNH,1,3,1rr
Kempegowda Bus Station ⇔ Byrasandra New Bus Stand,22,1,3,2uu
Kempegowda Bus Station ⇔ CK Palya,365-K,1,3,172
Kempegowda Bus Station ⇔ CK Palya,369-J,1,3,2zo
Kempegowda Bus Station ⇔ CV Raman Nagara,314-B,1,3,1la
Kempegowda Bus Station ⇔ CV Raman Nagara Railway Gate,314-B KBS-CVRNRG,1,3,1uu
Kempegowda Bus Station ⇔ Cauvery Bhavana,KBS-CVB,1,3,g7
Kempegowda Bus Station ⇔ Cauvery Nagara,89-A,1,3,14t
Kempegowda Bus Station ⇔ Cauvery Nagara,89-C,1,3,8g
Kempegowda Bus Station ⇔ Cauvery Nagara,89-E,1,3,1gb
Kempegowda Bus Station ⇔ Chandapura,356,1,3,8k
Kempegowda Bus Station ⇔ Chandapura,KBS-3C,1,3,27b
Kempegowda Bus Station ⇔ Chandapura,V-356,1,3,pi
Kempegowda Bus Station ⇔ Chandra Layout,222A-KBS-NDH-CLO,1,3,s7
Kempegowda Bus Station ⇔ Chandra Layout,238-U KBS-CLO,1,3,n5
Kempegowda Bus Station ⇔ Chandra Layout,61-A,1,3,26g
Kempegowda Bus Station ⇔ Chandra Layout 1st Stage,61-J,1,3,1cd
Kempegowda Bus Station ⇔ Chandra Nagara,210-X,1,3,r1
Kempegowda Bus Station ⇔ Channammanakere Achukattu,45-E,1,3,ik
Kempegowda Bus Station ⇔ Channammanakere Achukattu,45-EA,1,3,2hj
Kempegowda Bus Station ⇔ Channammanakere Achukattu,45-F,1,3,1jz
Kempegowda Bus Station ⇔ Channammanakere Achukattu,45-G,1,3,19i
Kempegowda Bus Station ⇔ Channammanakere Achukattu,V-45G,1,3,as
Kempegowda Bus Station ⇔ Channasandra,305-D,1,3,c5
Kempegowda Bus Station ⇔ Cheemasandra,316-F,1,3,247
Kempegowda Bus Station ⇔ Chikka Banavara,250-A,1,3,2g2
Kempegowda Bus Station ⇔ Chikka Banavara,250-P,1,3,2c9
Kempegowda Bus Station ⇔ Chikka Banavara,271-PA,1,3,2yt
Kempegowda Bus Station ⇔ Chikka Beguru,347-C KBS-LMG-CKBR,1,3,1c1
Kempegowda Bus Station ⇔ Chikka Kammanahalli,369-G,1,3,ww
Kempegowda Bus Station ⇔ Chikka Thirupathi,304-Z,1,3,sg
Kempegowda Bus Station ⇔ Chikka Tumkur,285-CC KBS-CKTR,1,3,2wf
Kempegowda Bus Station ⇔ Chikkaballapura,V-298MN,1,3,2nh
Kempegowda Bus Station ⇔ Chikkallasandra,210-KA,1,3,23
Kempegowda Bus Station ⇔ Chikkallasandra,210-P,1,3,ib
Kempegowda Bus Station ⇔ Chikkamaranahalli,258-VB,1,3,2to
Kempegowda Bus Station ⇔ Chikkegowdanapalya,225-AB,1,3,2mv
Kempegowda Bus Station ⇔ Chikkegowdanapalya,225-AB KBS-HVH-CGP,1,3,uy
Kempegowda Bus Station ⇔ Chinnaiahnapalya,372-E KBS-CNP,1,3,2w5
Kempegowda Bus Station ⇔ Chowdeshwari Temple,361-D KBS-CDH,1,3,x8
Kempegowda Bus Station ⇔ Chowdeshwarinagara JP Park,99-B,1,3,8t
Kempegowda Bus Station ⇔ Christal House Learning School,280 KBS-YHK-CHLS,1,3,2bn
Kempegowda Bus Station ⇔ Christal House Learning School,293 KBS-HNR-CHLS,1,3,qg
Kempegowda Bus Station ⇔ Chunchaghatta,210-B KBS-KMT-CHG,1,3,1mp
Kempegowda Bus Station ⇔ City Engineering College Vasantha Vallabha Nagara,210-E KBS-CEC,1,3,rr
Kempegowda Bus Station ⇔ Coffee Board Layout,287-G,1,3,2t3
Kempegowda Bus Station ⇔ Cubbon Park Metro Station,129 KBS-CMS,1,3,xy
Kempegowda Bus Station ⇔ DLF Home Town,369-K KBS-DLF,1,3,1pm
Kempegowda Bus Station ⇔ Dabaspete,258-DN KBS-DBSP,1,3,2ly
Kempegowda Bus Station ⇔ Darshan Farm,225-CC,1,3,2bk
Kempegowda Bus Station ⇔ Dasanapura,360-Q KBS-DSP,1,3,zw
Kempegowda Bus Station ⇔ Dasanayakanahalli,293-H,1,3,g2
Kempegowda Bus Station ⇔ Deepanjalinagara,222-A KBS-DPJN,1,3,10s
Kempegowda Bus Station ⇔ Deepanjalinagara,238-U KBS-DPJN,1,3,a8
Kempegowda Bus Station ⇔ Deepanjalinagara,238-US KBS-VJN-DPJN,1,3,2ec
Kempegowda Bus Station ⇔ Deepanjalinagara,87 KBS-DPJN,1,3,2w1
Kempegowda Bus Station ⇔ Deepanjalinagara,KBS-DPJN,1,3,1lb
Kempegowda Bus Station ⇔ Depot-14 Gate,279-E  KBS-D14G,1,3,fj
Kempegowda Bus Station ⇔ Depot-27 Gate,355-C KBS-D27G,1,3,2qn
Kempegowda Bus Station ⇔ Depot-27 Gate,365-J KBS-D27,1,3,2ep
Kempegowda Bus Station ⇔ Depot-31 Gate,238-V KBS-D31,1,3,8u
Kempegowda Bus Station ⇔ Depot-31 Gate,80-A KBS-NLO-D31G,1,3,313
Kempegowda Bus Station ⇔ Depot-32 Suryacity,356-M KBS-D32,1,3,2kx
Kempegowda Bus Station ⇔ Depot-34 Gate,215-H KBS-D34G,1,3,2n1
Kempegowda Bus Station ⇔ Depot-34 Gate,364-G KBS-D34G,1,3,1tj
Kempegowda Bus Station ⇔ Depot-34 Gate,365 KBS-D34G,1,3,6y
Kempegowda Bus Station ⇔ Depot-35 Gate,242-B KBS-D35G,1,3,2b0
Kempegowda Bus Station ⇔ Depot-38 Gate,349 D38-LMG-KBS,1,3,2k2
Kempegowda Bus Station ⇔ Depot-41 Gate,323-AK KBS-D41G,1,3,19f
Kempegowda Bus Station ⇔ Depot-41 Gate,KBS-1K KBS-D41G,1,3,2zl
Kempegowda Bus Station ⇔ Depot-42 Gate  Arrival,342-F KBS-D42G,1,3,tf
Kempegowda Bus Station ⇔ Depot-43 Gate,245-M KBS-D43G,1,3,238
Kempegowda Bus Station ⇔ Depot-43 Gate,258-KBS-D43G,1,3,2dz
Kempegowda Bus Station ⇔ Depot-45 Gate,269-B KBS-RCP-D45,1,3,1mt
Kempegowda Bus Station ⇔ Depot-45 Gate,276 KBS-VRP-D45G,1,3,1ac
Kempegowda Bus Station ⇔ Depot-52 Arrival,282 KBS-VNC-D52G,1,3,1hv
Kempegowda Bus Station ⇔ Devagere,229-B KBS-DVG,1,3,1ki
Kempegowda Bus Station ⇔ Devalapura Circle,305-V,1,3,26j
Kempegowda Bus Station ⇔ Devanagondi,306-D,1,3,20d
Kempegowda Bus Station ⇔ Devanahalli Old Bus Stand,296-MA,1,3,2kl
Kempegowda Bus Station ⇔ Devanahalli Old Bus Stand,298-M,1,3,1xi
Kempegowda Bus Station ⇔ Devanayakanahalli,298PD-KBS-DNH,1,3,2ys
Kempegowda Bus Station ⇔ Devaninjayyanapalya,245-R KBS-DJP,1,3,2qo
Kempegowda Bus Station ⇔ Devarachikkanahalli,364-B,1,3,2xc
Kempegowda Bus Station ⇔ Dodda Basti,235-K,1,3,9x
Kempegowda Bus Station ⇔ Dodda Byalakere,254 KBS-DBLK,1,3,13
Kempegowda Bus Station ⇔ Dodda Cheemanahalli,297-G KBS-DCH,1,3,314
Kempegowda Bus Station ⇔ Dodda Gubbi,295-A,1,3,1ee
Kempegowda Bus Station ⇔ Dodda Nallala,382-C KBS-DNH,1,3,1wu
Kempegowda Bus Station ⇔ Dodda Nekkundi,333-F,1,3,ob
Kempegowda Bus Station ⇔ Dodda Nekkundi,333-F KBS-MRHB-DDNK,1,3,3z
Kempegowda Bus Station ⇔ Dodda Thoguru,346-N,1,3,30e
Kempegowda Bus Station ⇔ Dodda Tumkur,285-C KBS-DTMR,1,3,rt
Kempegowda Bus Station ⇔ Doddaballapura Bus Stand,293-SD KBS-DVH-DBP,1,3,28a
Kempegowda Bus Station ⇔ Doddaballapura Bus Stand,V-285M,1,3,133
Kempegowda Bus Station ⇔ Doddaballapura Govt Hospital,285-M KBS-DBPH,1,3,1x2
Kempegowda Bus Station ⇔ Doddabannahalli,307-C KBS-VGBDAN,1,3,254
Kempegowda Bus Station ⇔ Doddabele,220-E,1,3,bu
Kempegowda Bus Station ⇔ Doddamaranahalli,242-J KBS-DMH,1,3,1nn
Kempegowda Bus Station ⇔ Dommasandra,327-A,1,3,16i
Kempegowda Bus Station ⇔ Dr Ambedkar Nagara,333-K,1,3,so
Kempegowda Bus Station ⇔ Dyavasandra,365-Q,1,3,di
Kempegowda Bus Station ⇔ Electronic City Wipro Main Gate,KBS-3E,1,3,eo
Kempegowda Bus Station ⇔ Electronic City Wipro Main Gate,KBS-3E FLY,1,3,19u
Kempegowda Bus Station ⇔ Eshwara Layout,215-E,1,3,1az
Kempegowda Bus Station ⇔ GKW Layout,61-F,1,3,1ar
Kempegowda Bus Station ⇔ Gadenahalli,299-E,1,3,21w
Kempegowda Bus Station ⇔ Ganapathi Layout(JK Store),258-C KBS-GPLY,1,3,2s6
Kempegowda Bus Station ⇔ Gangadharanapalya,258-C KBS-GDP,1,3,2d0
Kempegowda Bus Station ⇔ Gangenahalli,242-Q KBS-GGH,1,3,1lv
Kempegowda Bus Station ⇔ Gangondanahalli,263-G,1,3,2b
Kempegowda Bus Station ⇔ Ganigarahalli,250-D,1,3,aq
Kempegowda Bus Station ⇔ Gaviyappa Thimayya Layout,45-DG,1,3,1rf
Kempegowda Bus Station ⇔ Geleyara Balaga Extension Rajajinagara,89-B,1,3,222
Kempegowda Bus Station ⇔ Geleyara Balaga Extension Rajajinagara,89-F,1,3,v8
Kempegowda Bus Station ⇔ Geleyara Balaga Layout,250-S,1,3,17q
Kempegowda Bus Station ⇔ Gidadakonenahalli,243-F,1,3,tu
Kempegowda Bus Station ⇔ Giddenahalli,242-N KBS-GDH,1,3,2aq
Kempegowda Bus Station ⇔ Giddenahalli,365-N,1,3,12y
Kempegowda Bus Station ⇔ Girigowdana Doddy,214-B KBS-GGD,1,3,1qp
Kempegowda Bus Station ⇔ Girinagara Extension,36-B,1,3,2vr
Kempegowda Bus Station ⇔ Gollahalli Electronic City,346-M KBS-GLH,1,3,2iy
Kempegowda Bus Station ⇔ Gongatipura,241-C KBS-GGP,1,3,2wl
Kempegowda Bus Station ⇔ Gonighattapura,323-AK,1,3,2dm
Kempegowda Bus Station ⇔ Govindapura,291-M KBS-GNP,1,3,2k8
Kempegowda Bus Station ⇔ Guddahatti,359,1,3,2z6
Kempegowda Bus Station ⇔ Gulaganjahalli,221-J KBS-GGH,1,3,18q
Kempegowda Bus Station ⇔ Gundanjaneya Swamy Temple Ravagodlu,KBS-KMT-GAT,1,3,12x
Kempegowda Bus Station ⇔ Gundur,296-N,1,3,10r
Kempegowda Bus Station ⇔ Guravanahalli,258-V KBS-GRH,1,3,1sp
Kempegowda Bus Station ⇔ H Krishnappa Layout,43-J,1,3,120
Kempegowda Bus Station ⇔ HAL Museum,KBS-1K KBS-HALM,1,3,hv
Kempegowda Bus Station ⇔ HAL New Public School,335-E KBS-HAL NP,1,3,1lj
Kempegowda Bus Station ⇔ HSR Layout 2nd Sector,340-A KBS-ADG-HSR 2nd,1,3,q3
Kempegowda Bus Station ⇔ HSR Layout KEB,340-A KBS-ADG-HSRKEB,1,3,oe
Kempegowda Bus Station ⇔ HSR Layout KEB,347-E,1,3,1zn
Kempegowda Bus Station ⇔ Hampinagara RPC Layout,87,1,3,1oe
Kempegowda Bus Station ⇔ Hanchipura,258-YA,1,3,2ja
Kempegowda Bus Station ⇔ Handarahalli,293-GN KBS-HND,1,3,2e2
Kempegowda Bus Station ⇔ Handenahalli Attibele,351-J,1,3,24f
Kempegowda Bus Station ⇔ Handenahalli Attibele,360-J,1,3,su
Kempegowda Bus Station ⇔ Haraluru,347-B,1,3,d7
Kempegowda Bus Station ⇔ Harohalli,325 KBS-HAL-HRH,1,3,2ho
Kempegowda Bus Station ⇔ Harohalli,KBS-5H,1,3,1oa
Kempegowda Bus Station ⇔ Hebbala,279-E,1,3,fi
Kempegowda Bus Station ⇔ Hebbala,279-E KBS-VSD-HBL,1,3,2ve
Kempegowda Bus Station ⇔ Hemapura,258-VA,1,3,pa
Kempegowda Bus Station ⇔ Hennagara,352-A,1,3,1gl
Kempegowda Bus Station ⇔ Hesaraghatta,253-J,1,3,1aq
Kempegowda Bus Station ⇔ Hesaraghatta,266 KBS-HGV,1,3,kk
Kempegowda Bus Station ⇔ Hongasandra MICO Layout,343-L,1,3,8p
Kempegowda Bus Station ⇔ Honnasandra,255-J KBS-HNS,1,3,q7
Kempegowda Bus Station ⇔ Hosakote Bus Stand (Old),317-A KBS-VSD-HSK,1,3,263
Kempegowda Bus Station ⇔ Hosakote Bus Stand (Old),326-D KBS-HSK,1,3,15y
Kempegowda Bus Station ⇔ Hosakote Bus Stand (Old),KBS-12HK,1,3,5s
Kempegowda Bus Station ⇔ Hosakote Bus Stand (Old),V-317A,1,3,2wu
Kempegowda Bus Station ⇔ Hosapalya Kudlu Gate,348-G,1,3,316
Kempegowda Bus Station ⇔ Hoskerehalli,43-B,1,3,2v5
Kempegowda Bus Station ⇔ Hoskerehalli Kerekodi,43-C,1,3,1m
Kempegowda Bus Station ⇔ Hulimavu,369-C,1,3,118
Kempegowda Bus Station ⇔ Hullahalli Village,343-A,1,3,1dk
Kempegowda Bus Station ⇔ Huluvenahalli,242-P KBS-HVLH,1,3,1q
Kempegowda Bus Station ⇔ Hunasemaradapalya,221-F,1,3,jt
Kempegowda Bus Station ⇔ Hunasenahalli,383-D,1,3,wm
Kempegowda Bus Station ⇔ Hunasuru,281-F KBS-MYH-HNS,1,3,3l
Kempegowda Bus Station ⇔ Hunasuru,293-FA,1,3,1md
Kempegowda Bus Station ⇔ Hunasuru,293-S KBS-HNS,1,3,2c5
Kempegowda Bus Station ⇔ Hunnigere,227-P KBS-HNG,1,3,2n5
Kempegowda Bus Station ⇔ Hunnigere,242-T,1,3,w5
Kempegowda Bus Station ⇔ Huskur,349-C,1,3,17j
Kempegowda Bus Station ⇔ Huskur Village,255-D,1,3,1h2
Kempegowda Bus Station ⇔ IGNOU Singena Agrahara,351-H KBS-IGNOUS,1,3,i5
Kempegowda Bus Station ⇔ ISKCON Temple Maruthinagara,210-A,1,3,1cp
Kempegowda Bus Station ⇔ ISKCON Temple Maruthinagara,210-AA,1,3,f8
Kempegowda Bus Station ⇔ ITI Layout,238-Y,1,3,2c3
Kempegowda Bus Station ⇔ JC Nagara Kurubarahalli,89-D,1,3,1u1
Kempegowda Bus Station ⇔ JP Nagara 1st Phase,2-A,1,3,2in
Kempegowda Bus Station ⇔ JP Nagara 3rd Phase,25-E,1,3,9k
Kempegowda Bus Station ⇔ JP Nagara 6th Phase,2,1,3,mo
Kempegowda Bus Station ⇔ JP Nagara 6th Phase,2-E,1,3,1o6
Kempegowda Bus Station ⇔ Jai Bhuvaneshwari Nagara,80-F,1,3,1gm
Kempegowda Bus Station ⇔ Jai Maruthi Nagara,80-B,1,3,hf
Kempegowda Bus Station ⇔ Jakkur,286-G,1,3,2q5
Kempegowda Bus Station ⇔ Jakkur Layout,286-AA,1,3,17k
Kempegowda Bus Station ⇔ Jalahalli Cross,273-C,1,3,17f
Kempegowda Bus Station ⇔ Jalahalli Cross,273-H KBS-VSD-JHC,1,3,oj
Kempegowda Bus Station ⇔ Jambu Savari Dinne,215-H,1,3,vx
Kempegowda Bus Station ⇔ Janapriya Greenwood Apartment,271-T,1,3,2qi
Kempegowda Bus Station ⇔ Janapriya Township,G-7,1,3,z2
Kempegowda Bus Station ⇔ Janapriya Township,V-G7,1,3,299
Kempegowda Bus Station ⇔ Janthagundanahalli,323-AB,1,3,1r7
Kempegowda Bus Station ⇔ Jayaram Layout (Hale Sampigehalli),365 KBS-JRML,1,3,lk
Kempegowda Bus Station ⇔ Jayasuryanagara Kogilu,284-KA,1,3,2zn
Kempegowda Bus Station ⇔ Jeevanahalli,126,1,3,1g4
Kempegowda Bus Station ⇔ Jeevanbheema Nagara,138,1,3,1t8
Kempegowda Bus Station ⇔ Jigani APC Circle,365-H,1,3,b5
Kempegowda Bus Station ⇔ Jigani APC Circle,365-J,1,3,u6
Kempegowda Bus Station ⇔ Jigani APC Circle,V-365J,1,3,1sg
Kempegowda Bus Station ⇔ Jigani Bus Stand,353-C,1,3,15g
Kempegowda Bus Station ⇔ Jnana Bharathi West Side Hospital,222-N,1,3,n8
Kempegowda Bus Station ⇔ Jnanashakthi Nagara,242-B KBS-JSN,1,3,jj
Kempegowda Bus Station ⇔ Jodi Ragi Thimmasandra,258-WA,1,3,93
Kempegowda Bus Station ⇔ Judicial Layout Water Tank,284-C KBS-JLOW,1,3,2hv
Kempegowda Bus Station ⇔ Judicial Layout Water Tank,284-C KBS-KRC-JLOW,1,3,1jq
Kempegowda Bus Station ⇔ Judicial Layout YHK,284-C,1,3,1bx
Kempegowda Bus Station ⇔ Jyothipura Budigere,318 KBS-JTP,1,3,2yd
Kempegowda Bus Station ⇔ K Narayanapura Main Bus Stand,286-F,1,3,2js
Kempegowda Bus Station ⇔ K Narayanapura Main Bus Stand,292-C,1,3,rn
Kempegowda Bus Station ⇔ Kadabagere,245-GA,1,3,d6
Kempegowda Bus Station ⇔ Kadugodi Bus Station,319-C,1,3,h8
Kempegowda Bus Station ⇔ Kadugodi Bus Station,333-E,1,3,1gx
Kempegowda Bus Station ⇔ Kadugodi Bus Station,335-E,1,3,2vw
Kempegowda Bus Station ⇔ Kadugodi Bus Station,KBS-13K,1,3,17e
Kempegowda Bus Station ⇔ Kadugodi Bus Station,KBS-1I,1,3,mf
Kempegowda Bus Station ⇔ Kadugodi Bus Station,KBS-1K,1,3,2ls
Kempegowda Bus Station ⇔ Kadugodi Bus Station,V-333E,1,3,20x
Kempegowda Bus Station ⇔ Kadusiddanapalya,227-P KBS-KSP,1,3,2ag
Kempegowda Bus Station ⇔ Kadusonnappanahalli,289-N,1,3,1kk
Kempegowda Bus Station ⇔ Kalidasa Layout,36-F,1,3,2zf
Kempegowda Bus Station ⇔ Kalkunte Agrahara,304-J,1,3,18l
Kempegowda Bus Station ⇔ Kallur,242-ZD,1,3,td
Kempegowda Bus Station ⇔ Kalyananagara,293 KBS-LGP-KLN,1,3,2b8
Kempegowda Bus Station ⇔ Kalyananagara 302,302-B,1,3,17y
Kempegowda Bus Station ⇔ Kamalanagara BEML Layout,96-B,1,3,204
Kempegowda Bus Station ⇔ Kamalanagara BEML Layout,96-E,1,3,17l
Kempegowda Bus Station ⇔ Kambipura,218-A,1,3,2ta
Kempegowda Bus Station ⇔ Kammasandra,245-MA,1,3,fn
Kempegowda Bus Station ⇔ Kammasandra,263 KBS-KMS,1,3,5p
Kempegowda Bus Station ⇔ Kammasandra,263-R,1,3,lb
Kempegowda Bus Station ⇔ Kammasandra,315-J KBS-KLK-KMS,1,3,2d6
Kempegowda Bus Station ⇔ Kanasawadi,253-G,1,3,101
Kempegowda Bus Station ⇔ Kankenahalli,258-VD,1,3,2s5
Kempegowda Bus Station ⇔ Kannamangala,317-P,1,3,1pg
Kempegowda Bus Station ⇔ Kannamangala Madhure,258-TA,1,3,1uz
Kempegowda Bus Station ⇔ Karahalli Cross,298-MH,1,3,22e
Kempegowda Bus Station ⇔ Kariyanapalya,210-W,1,3,2pq
Kempegowda Bus Station ⇔ Karnataka Slum Board Development Apartment,346-CK,1,3,27y
Kempegowda Bus Station ⇔ Karubele,224-C,1,3,30l
Kempegowda Bus Station ⇔ Kasaghatta,258-T,1,3,1vv
Kempegowda Bus Station ⇔ Kasuvinakunte,365-EA,1,3,xz
Kempegowda Bus Station ⇔ Kaval Byrasandra,111-C,1,3,34
Kempegowda Bus Station ⇔ Kempaiahnapalya,226-NA,1,3,276
Kempegowda Bus Station ⇔ Kempapura,254-D KBS-KMP,1,3,cw
Kempegowda Bus Station ⇔ Kempapura,254-E KBS-KMP,1,3,1il
Kempegowda Bus Station ⇔ Kempegowda Bus Station,265,1,3,2sq
Kempegowda Bus Station ⇔ Kempegowda Bus Station,265-A,1,3,1ti
Kempegowda Bus Station ⇔ Kempegowda Bus Station,82,1,3,1uj
Kempegowda Bus Station ⇔ Kempegowda Bus Station,82-A,1,3,pd
Kempegowda Bus Station ⇔ Kempegowda Bus Station,96,1,3,qe
Kempegowda Bus Station ⇔ Kempegowda Bus Station,96-A,1,3,os
Kempegowda Bus Station ⇔ Kempegowda Bus Station,V-BENGALURU DARSHINI,1,3,ch
Kempegowda Bus Station ⇔ Kempegowda International Airport,281-AP KBS-KIA,1,3,uk
Kempegowda Bus Station ⇔ Kempegowda International Airport,KIA-9,1,3,1ri
Kempegowda Bus Station ⇔ Kempegowda Swimming Pool,35,1,3,1y7
Kempegowda Bus Station ⇔ Kendriya Vidyalaya ASC Center,KBS-1I KBS-KVASC,1,3,1fr
Kempegowda Bus Station ⇔ Kendriya Vidyalaya Malleshwara,KBS-KVM,1,3,19a
Kempegowda Bus Station ⇔ Kendriya Vihara Yalahanka,284 KBS-KVRY,1,3,2w9
Kempegowda Bus Station ⇔ Kengeri Satellite Town,222-A,1,3,1k
Kempegowda Bus Station ⇔ Kittaganuru,301-F,1,3,2e9
Kempegowda Bus Station ⇔ Kittanahalli,245-J,1,3,2s4
Kempegowda Bus Station ⇔ Kittanahalli,245-R,1,3,4i
Kempegowda Bus Station ⇔ Kodagalahatti,282-G,1,3,1g2
Kempegowda Bus Station ⇔ Kodagi Bommanahalli,258-MC,1,3,20k
Kempegowda Bus Station ⇔ Kodichikkanahalli,364-G,1,3,2dd
Kempegowda Bus Station ⇔ Kodigehalli,285-MF,1,3,o8
Kempegowda Bus Station ⇔ Kodigehalli,288-D,1,3,11h
Kempegowda Bus Station ⇔ Kodigehalli Canara Bank Colony,288-G,1,3,23t
Kempegowda Bus Station ⇔ Kodigehalli Canara Bank Colony,288-G KBS-VSD-KDHCBC,1,3,28y
Kempegowda Bus Station ⇔ Kodihalli Motaganahalli,256MB KBS-KDH,1,3,e5
Kempegowda Bus Station ⇔ Koluvarayanahalli,285-H KBS-KLRH,1,3,c6
Kempegowda Bus Station ⇔ Koraluru,304-B,1,3,11v
Kempegowda Bus Station ⇔ Koramangala 1st Block,171,1,3,1en
Kempegowda Bus Station ⇔ Koramangala 1st Block,171-G,1,3,1v6
Kempegowda Bus Station ⇔ Koramangala 1st Block,V-171,1,3,1io
Kempegowda Bus Station ⇔ Koramangala Bus Station,146-F,1,3,24o
Kempegowda Bus Station ⇔ Kothanuru Hari Nagara,210-B KBS-KMT-KTNR,1,3,1sj
Kempegowda Bus Station ⇔ Kothanuru Hari Nagara,215-R,1,3,tp
Kempegowda Bus Station ⇔ Koyira,298-MK,1,3,y1
Kempegowda Bus Station ⇔ Krishnaraja Pura Govt Hospital,300-C,1,3,1re
Kempegowda Bus Station ⇔ Krishnaraja Pura Govt Hospital,300-H,1,3,14d
Kempegowda Bus Station ⇔ Krishnaraja Pura Govt Hospital,315,1,3,l3
Kempegowda Bus Station ⇔ Krishnaraja Pura Govt Hospital,315-K,1,3,2ot
Kempegowda Bus Station ⇔ Krishnaraja Pura Govt Hospital,315-MF,1,3,219
Kempegowda Bus Station ⇔ Krishnaraja Pura Govt Hospital,KBS-TNF-KRPGH,1,3,lv
Kempegowda Bus Station ⇔ Krishnaraja Pura Govt Hospital,KBS-VSD-RMB KRPGH,1,3,285
Kempegowda Bus Station ⇔ Kuduregere Madanayakanahalli,250-DT,1,3,5i
Kempegowda Bus Station ⇔ Kuduregere Madanayakanahalli,250-SA,1,3,1ii
Kempegowda Bus Station ⇔ Kumaraswamy Layout,15-E,1,3,x1
Kempegowda Bus Station ⇔ Kumaraswamy Layout 2nd Stage,15-G,1,3,1zt
Kempegowda Bus Station ⇔ Kumaraswamy Layout West,210-U,1,3,249
Kempegowda Bus Station ⇔ Kurubarapalya,227-HA,1,3,2h5
Kempegowda Bus Station ⇔ Kuvempunagara Bus station (BTM Layout),25,1,3,1cy
Kempegowda Bus Station ⇔ Kuvempunagara Bus station (BTM Layout),25-A,1,3,2oi
Kempegowda Bus Station ⇔ Kuvempunagara Bus station (BTM Layout),V-25A,1,3,1ma
Kempegowda Bus Station ⇔ Laggere New Bus Stand,252-E,1,3,2ij
Kempegowda Bus Station ⇔ Laggere New Bus Stand,252-H,1,3,2hn
Kempegowda Bus Station ⇔ Lakshmi Temple,217-D,1,3,20a
Kempegowda Bus Station ⇔ Lakshmipura,242-U KBS-LKSMP,1,3,85
Kempegowda Bus Station ⇔ Lakshmipura,266-T,1,3,1jk
Kempegowda Bus Station ⇔ Lingadeeranahalli,240-H,1,3,22c
Kempegowda Bus Station ⇔ Lingadeeranahalli,243-L,1,3,2jv
Kempegowda Bus Station ⇔ Lottegollahalli,276-C,1,3,nd
Kempegowda Bus Station ⇔ MEG Centre,KBS-SBS-MEG,1,3,207
