stop_name,stop_id,stop_lat,stop_lon
Cargo Village,3yq,13.19967,77.68231
Carmel Convent Jayanagara,1j9,12.92708,77.59711
Carmel Convent Jayanagara,5xc,12.9268,77.59713
Carmel Convent Jayanagara,t4,12.92643,77.59724
Carmelaram Railway Station,430,12.9072,77.70537
Carmelram Gate,1zj,12.90343,77.70399
Carmelram Gate,5va,12.90352,77.70401
Carmelram Railway Station,5s2,12.90719,77.70544
Carmelram School Railway Gate,3ms,12.9095,77.7059
Carmelram School Railway Gate,z9,12.90975,77.70602
Cauvery Bhavana,2g4,12.97372,77.58157
Cauvery Bhavana,3mk,12.97438,77.58183
Cauvery Nagara,1u9,12.99965,77.53073
Cauvery Nagara,3wz,12.99965,77.53048
Cauvery Public School Sahakarnagara,13b,13.06061,77.58162
Cauvery School Sahakara Nagara,3i8,13.06108,77.58779
Cauvery School Sahakara Nagara,u4,13.06102,77.58772
Center for Learning School Campus Magadi Road,4hp,12.98016,77.37505
Central,3c3,12.99006,77.57199
Central,4ng,12.98984,77.57181
Central,531,12.9898,77.57204
Central Silk Board,27f,12.91803,77.62355
Central Silk Board,35p,12.91472,77.62452
Central Silk Board,35s,12.91721,77.62225
Central Silk Board,3f4,12.91756,77.62379
Central Silk Board,3fr,12.91736,77.6236
Central Silk Board,3tb,12.91816,77.62232
Central Silk Board,5cf,12.91689,77.62177
Central Silk Board,s9,12.91806,77.62215
Chaithanya Samarpan Apartment,1r3,13.0207,77.76206
Chaithanya Samarpan Apartment,c2,13.02191,77.76208
Chakkalatti,33,13.12255,77.66823
Chakkalatti,5m,13.12256,77.66836
Challaghatta,34z,12.94603,77.64913
Challahalli,3ez,13.21739,77.50643
Challahalli,5q3,13.21742,77.50635
Challahalli Colony,2wr,13.21663,77.50507
Challahalli Colony,38h,13.21664,77.50502
Challeghatta,223,12.89663,77.45333
Chamarajapet,14k,12.95714,77.56801
Chamarajapet,1gb,12.95764,77.56736
Chamarajapet,25,12.95627,77.56744
Chamarajapet,2jo,12.95707,77.56705
Chamarajapet,4w3,12.96033,77.56255
Chambenahalli,1w7,12.87932,77.7616
Chambenahalli,4gh,12.8793,77.7617
Chamundeshwari Layout,20t,13.06488,77.55966
Chamundeshwari Layout,4x6,13.06456,77.55949
Chamundi Nagara,43f,13.01475,77.42046
Chamundi Nagara,55h,13.01471,77.42038
Chandapura,34l,12.80285,77.70476
Chandapura,3sp,12.80227,77.7045
Chandapura,440,12.80275,77.7046
Chandapura,4gp,12.80181,77.70512
Chandapura,5y9,12.80258,77.70457
Chandapura KEB,4m5,12.79869,77.70605
Chandapura KEB,5l3,12.79852,77.70598
Chandra Layout,4d1,12.95925,77.52671
Chandra Layout 1st Stage,3hz,12.95448,77.52244
Chandra Layout Circle,3v1,12.95817,77.52669
Chandra Layout Circle,7j,12.95815,77.5265
Chandra Nagara,4w2,12.90062,77.56512
Chandra Nagara Cross,466,12.89935,77.56117
Chandra Nagara Cross,4j2,12.89938,77.56118
Chandra Public School,5nn,12.96029,77.52954
Chandra Public School,d5,12.96046,77.52963
Chandrappa Circle,3q8,12.91059,77.36979
Chandrappa Circle,47z,12.91049,77.36962
Chandrappanagara,dc,12.9413,77.60255
Chandrappanagara,kd,12.9412,77.60247
Chandurayanahalli,61a,12.97286,77.19669
Channa Marayyanapalya,3qj,12.98134,77.36478
Channa Nayakanapalya,29x,13.04428,77.48518
Channadasipalya,3t8,12.97091,77.4147
Channadasipalya,6d9,12.97085,77.41485
Channadevi Agrahara,1ar,13.21881,77.45509
Channadevi Agrahara,1k6,13.21788,77.45816
Channadevi Agrahara,5i9,13.21878,77.45507
Channadevi Agrahara Cross,3f2,13.21572,77.45564
Channadevi Agrahara Cross,4c5,13.2157,77.4556
Channahalli Gate,1v4,13.21278,77.75462
Channahalli Gate,2j5,13.21287,77.75494
Channakeshavanagara,1dh,12.87791,77.65491
Channakeshavanagara,3i0,12.8781,77.65481
Channammanakere Achukattu,9,12.9283,77.5565
Channammanapalya,3qq,12.7628,77.46399
Channappa Circle,1qt,12.91021,77.37336
Channapura Gate,3d8,13.10328,77.86663
Channapura Gate,3ni,13.10304,77.86669
Channarayapatna,11u,13.24711,77.79649
Channarayapatna,4my,13.24713,77.79652
Channarayapatna School,49p,13.24409,77.79689
Channarayapatna School,4kc,13.24408,77.79694
Channasandra,1ix,12.90285,77.52129
Channasandra,4go,12.98334,77.76702
Channasandra,4jt,12.90285,77.52139
Channasandra,50b,13.20062,77.50809
Channasandra,5qv,12.98349,77.76808
Channasandra,5z6,12.90289,77.52134
Channasandra,mp,12.98348,77.7683
Channasandra Colony,476,12.90331,77.5164
Channasandra Colony,4ma,12.90335,77.51628
Channegowdana Doddy,p,12.80722,77.42929
Channegowdana Doddy,sz,12.8072,77.42925
Channenahalli,1s1,12.97786,77.43052
Channenahalli,23q,12.97791,77.43037
Channenahalli Arch,40a,12.97987,77.43545
Channenahalli Arch,lz,12.97977,77.43546
Chapparadakallu,16w,13.27904,77.62536
Chapparadakallu,o8,13.27935,77.62543
Chapradakallu,3vt,13.27924,77.62536
Charls School Toll Gate,2h4,13.00616,77.62084
Charls School Toll Gate,53r,13.00616,77.62099
Chatra (Yeliyuru Gate),5g6,13.27744,77.75845
Chatra (Yeliyuru Gate),5lj,13.27743,77.75846
Cheemachanahalli,2ym,13.21814,77.78604
Cheemachanahalli,3vl,13.21815,77.78611
Cheemandahalli,3qn,13.05063,77.81171
Cheemandahalli,5cs,13.05051,77.81179
Cheemandahalli Cross,2ti,13.0449,77.81356
Cheemandahalli Cross,3jz,13.0449,77.81346
Cheemasandra,16k,13.21365,77.86867
Cheemasandra,5rn,13.04772,77.73938
Cheemasandra Gate,3bx,13.03878,77.74042
Cheemasandra Gate,6dg,13.03903,77.74008
Chelekere Circle,39,13.0307,77.64396
Cheluvayyanapalya,1vy,12.99222,77.26465
Chennathimmana Gollahalli Gate,2xg,13.14109,77.89828
Chennathimmana Gollahalli Gate,39z,13.14104,77.89838
Chenuvalli,2lm,13.19911,77.34711
Chikka Adugodi,1s,12.92899,77.60943
Chikka Adugodi,5h9,12.92894,77.60939
Chikka Arasanahalli,14b,12.7335,77.38128
Chikka Banavara,4cv,13.08053,77.50259
Chikka Banavara,sn,13.08053,77.50255
Chikka Banavara,su,13.08057,77.5026
Chikka Basti,5bo,12.94466,77.47504
Chikka Basti,5ww,12.94453,77.4751
Chikka Basti Masjid,1nz,12.94191,77.47411
Chikka Basti Masjid,5xj,12.94178,77.47403
Chikka Beguru,53y,12.87873,77.63767
Chikka Belavagala Gate,2q0,13.19828,77.4269
Chikka Belavagala Gate,4az,13.19833,77.42683
Chikka Bellanduru,1r0,12.91227,77.71435
Chikka Bellanduru,3f7,12.91219,77.71442
Chikka Bettahalli,1l1,13.08949,77.55624
Chikka Bettahalli,25g,13.08945,77.55629
Chikka Bommasandra Cross,24v,13.09353,77.58251
Chikka Bommasandra Cross,4yl,13.09354,77.58248
Chikka Byalakere,44t,13.11963,77.52156
Chikka Byalakere,66v,13.11965,77.52161
Chikka Dasarahalli,6b8,12.89201,77.78445
Chikka Dasarahalli Cross,1m,12.88197,77.78777
Chikka Dasarahalli Cross,hy,12.88192,77.78783
Chikka Devasandra KR Puram,1yz,13.00442,77.70583
Chikka Devasandra KR Puram,3i9,13.00423,77.70605
Chikka Dunnasandra,3w1,12.86297,77.76192
Chikka Gollarahatti,1xl,12.99142,77.4656
Chikka Gollarahatti,4ia,12.99147,77.46559
Chikka Gubbi,3mc,13.0805,77.66627
Chikka Gubbi,4bt,13.08048,77.6663
Chikka Gubbi Cross,2q7,13.08442,77.65434
Chikka Gubbi Cross,57,13.08425,77.65417
Chikka Hagade,4rk,12.73354,77.69923
Chikka Hagade,5x,12.7337,77.69927
Chikka Hagade Gate,1x3,12.73141,77.70639
Chikka Hagade Gate,634,12.73157,77.70647
Chikka Haralagere,61,13.20059,77.825
Chikka Hosahalli,3ve,12.70587,77.64521
Chikka Indluwadi,5pj,12.71634,77.64069
Chikka Kammanahalli,d8,12.84966,77.59993
Chikka Kodigehalli,4ba,12.97204,77.46491
Chikka Kogilu Gate,3b,13.15719,77.82487
Chikka Kukkanahalli,32q,13.15745,77.44891
Chikka Kukkanahalli,56k,13.15753,77.44899
Chikka Kuntanahalli,1pk,12.79354,77.43842
Chikka Kuntanahalli,a1,12.79348,77.4384
Chikka Kuntanahalli Cross,1wx,12.79216,77.43871
Chikka Kuntanahalli Cross,67l,12.79221,77.43864
Chikka Madhure,164,13.2065,77.43977
Chikka Madhure,3ud,13.20647,77.4398
Chikka Mariyappanapalya,2zx,12.93991,77.40042
Chikka Mariyappanapalya,5o7,12.94006,77.40037
Chikka Maskal,3sn,12.91971,77.33055
Chikka Nagamangala,1bj,12.86,77.69495
Chikka Nagamangala,3vh,12.85997,77.69504
Chikka Nagamangala Gate,11y,12.85921,77.7036
Chikka Nagamangala Gate,3y9,12.85921,77.70367
Chikka Nallala,44g,13.09694,77.89533
Chikka Nekkundi,38q,12.92985,77.76583
Chikka Nekkundi,k9,12.92992,77.76569
Chikka Puttaiahnapalya,187,13.09713,77.3191
Chikka Sanne Gate,4w4,13.23038,77.69093
Chikka Sanne Gate,58p,13.23031,77.69109
Chikka Tanda Manchenahalli Cross,1ia,13.03781,77.35004
Chikka Tattamangala Gate,1ky,13.28017,77.76282
Chikka Tattamangala Gate,51e,13.28015,77.76282
Chikka Thataguni,224,12.84552,77.51418
Chikka Thataguni,n4,12.84542,77.51416
Chikka Thirupathi,1b4,12.89532,77.867
Chikka Thirupathi,2il,12.89538,77.86704
Chikka Thirupathi,304,12.89536,77.86697
Chikka Thogurupalya,1s9,12.9562,77.28287
Chikka Thogurupalya,2ft,12.95628,77.28314
Chikka Tumkur,33l,13.26359,77.53248
Chikka Tumkur,3c9,13.26368,77.53253
Chikka Tumkur Cross,2oh,13.25273,77.53883
Chikka Tumkur Cross,qt,13.25266,77.53886
Chikka Tumkur Lake,1en,13.27744,77.51903
Chikka Tumkur Lake,5dm,13.27726,77.51912
Chikka Veeraiahanapalya Cross,1cn,13.11427,77.43148
Chikka Veeraiahanapalya Cross,1n2,13.11416,77.4316
Chikka Veeraiahnapalya,3d2,12.94527,77.40047
Chikka Veeraiahnapalya,5om,12.94541,77.40052
Chikkaballapura,510,13.43768,77.73199
Chikkabanavara Railway Station,47,13.07562,77.50465
Chikkabanavara Railway Station,48m,13.07523,77.50453
Chikkabidarakallu,32y,13.05235,77.48774
Chikkabidarakallu,vm,13.05196,77.48778
Chikkagattiganabbe,37m,13.0416,77.79554
Chikkagattiganabbe,461,13.04166,77.79549
Chikkahosahalli Gate,1tw,13.20711,77.76307
Chikkahosahalli Gate,212,13.20739,77.7631
Chikkahullur,c8,13.1051,77.82485
Chikkajala,2nh,13.17277,77.63318
Chikkajala,54i,13.17273,77.63369
Chikkallasandra,5nx,12.91507,77.55198
Chikkallasandra Aralimara,1bb,12.91168,77.55226
Chikkallasandra Aralimara,1wo,12.91157,77.55238
Chikkallasandra Aralimara,pb,12.91184,77.55215
Chikkallasandra Bank Colony,3lx,12.90914,77.54927
Chikkallasandra Bank Colony,5h4,12.90906,77.5491
Chikkamaranahalli,21b,13.25705,77.76374
Chikkamaranahalli,4e3,13.09053,77.32314
Chikkamaranahalli Colony,7d,13.09665,77.32266
Chikkammanapalya,15b,12.95049,77.42292
Chikkammanapalya,3oe,12.95033,77.423
Chikkana Hosahalli,je,13.21479,77.58064
Chikkana Hosahalli,o0,13.21474,77.58065
Chikkanahalli,1dy,12.8816,77.35521
Chikkanahalli,1ik,13.18367,77.38426
Chikkanahalli,1yj,12.71757,77.64672
Chikkanahalli,2fn,13.13174,77.90309
Chikkanahalli,2g,13.13171,77.90315
Chikkanahalli,3l6,13.18394,77.68817
Chikkanahalli,406,13.18385,77.6882
Chikkanahalli,5ck,12.93457,77.47251
Chikkanahalli,5t3,12.93444,77.47249
Chikkanahalli,5vw,12.88186,77.35537
Chikkanahalli (Railway Gollahalli),2d0,13.18371,77.38434
Chikkanahalli Bande,4uh,13.17933,77.39042
Chikkanahalli Bande,52q,13.17931,77.39034
Chikkanahalli Gate,157,13.12559,77.90421
Chikkanahalli Gate,37h,13.12584,77.90411
Chikkanahalli School,286,13.18267,77.3866
Chikkanahalli School,3b9,13.18269,77.3865
Chikkanayakanahalli,1a0,12.89224,77.69443
Chikkanayakanahalli,4wr,12.89231,77.69445
Chikkanayakanahalli Dinne,17k,12.88383,77.69706
Chikkanayakanahalli Dinne,4nf,12.88392,77.69698
Chikkegowdanapalya,35c,12.87877,77.51467
Chikkegowdanapalya,s,12.87872,77.51476
Chikkellur Cross,41s,12.89191,77.42158
Chikkellur Cross,5a2,12.89183,77.42171
Chinnaiahnapalya,1vu,12.72257,77.65589
Chinnakurchi,3fs,12.82741,77.45962
Chinnakurchi,g,12.82745,77.45962
Chinnappa Garden,3w6,13.00302,77.60354
Chinnappa Garden,fj,13.0031,77.60353
Chinnappa Layout,62e,13.02822,77.60958
Chinnaswamy Stadium,100,12.97742,77.59885
Chinnayyanapalya Silk Farm,1vm,12.85375,77.52338
Chinnayyanapalya Silk Farm,2vx,12.85368,77.52303
Chinnayyanapalya Silk Farm,38t,12.85347,77.52329
Chinthala Madivala,pq,12.85266,77.71179
Chinthala Madivala Cross,1mm,12.85459,77.71233
Chirayu Pali Clinic,2k7,13.04424,77.49068
Chitrakala parishath new Campus Srinivasapura,586,12.90329,77.50754
Chokkahalli Factory Gate,6d2,13.12052,77.81861
Chokkahalli Gate,1k0,13.11222,77.83213
Chokkanahali Government School,3gp,13.11131,77.69131
Chokkanahali Government School,4p4,13.11135,77.69137
Chokkanahalli,23c,13.08235,77.62499
Chokkanahalli,2s3,13.11358,77.68754
Chokkanahalli,2w,13.08233,77.62497
Chokkanahalli,3cy,13.18312,77.53915
Chokkanahalli,554,13.11348,77.68762
Chokkanahalli,p6,13.18306,77.53932
Chokkanahalli Gate,4vv,13.08466,77.63487
Chokkanahalli Gate,5fg,13.08471,77.63473
Chokkasandra,5kl,12.87066,77.7212
Chokkasandra,5r,12.87059,77.7211
Chokkasandra Cross,4wz,12.87355,77.73402
Chokkasandra Cross,5j9,12.87348,77.73397
Chokkasandra Cross,so,12.87348,77.73409
Chokkasandra Gate,4tj,13.18333,77.8867
Cholanayakanahalli,22v,12.96049,77.35958
Cholanayakanahalli,522,12.96021,77.35949
Cholappanahalli Gate,20n,13.1191,77.83923
Choodasandra,3o3,12.88926,77.68133
Choodasandra,6at,12.88928,77.68135
Choodasandra Circle,1id,12.88855,77.67294
Choodasandra Circle,40x,12.88853,77.67299
Choudappa Layout,4er,13.10978,77.52807
Choudappa Layout,54o,13.10983,77.5281
Chowdanahalli,1lr,13.21432,77.62861
Chowdanahalli,nw,13.21425,77.62856
Chowdappanahalli,50n,13.14869,77.75372
Chowdappanahalli,qr,13.14844,77.75364
Chowdareddy Circle,5sq,12.71125,77.69931
Chowdareddy Circle,gn,12.71119,77.69949
Chowdary Line,dk,13.00521,77.63878
Chowdeshwari Nagara Thataguni,604,12.84993,77.51893
Chowdeshwari Temple,2cb,12.75914,77.69013
Chowdeshwari Temple,48r,12.75911,77.69019
Chowdeshwari Temple,68v,12.99483,77.56638
Chowdeshwari Temple B Channasandra,1nh,13.01094,77.65918
Chowdeshwarinagara,16a,12.9975,77.39944
Chowdeshwarinagara,3ne,13.00054,77.52472
Chowdeshwarinagara,4sg,13.0006,77.525
Chowdeshwarinagara,an,12.99759,77.39939
Chowdeshwarinagara Bus Stand,61y,13.00135,77.52087
Chowdeshwarinagara JP Park,1ru,13.03284,77.55432
Chowdeshwarinagara JP Park,2vm,13.03272,77.55408
Chowdeshwarinagara JP Park,59e,13.03281,77.55446
Chowdeshwarinagara Thataguni,4pd,12.84985,77.5188
Christ International School Cross,38u,12.88587,77.89049
Christ School,4i6,12.79915,77.51192
Christ School,5n5,12.79918,77.51189
Christal House Learning School,57b,13.09439,77.65173
Christal House Learning School,6du,13.0943,77.65168
Chudahalli,43i,12.78225,77.48943
Chunchaghatta,1rr,12.88558,77.57487
Chunchaghatta,2sv,12.88553,77.57489
Chunchanakuppe,3vi,12.91041,77.3863
Cipla Avalahalli,1p5,13.03263,77.73114
Cipla Avalahalli,2db,13.03243,77.73148
Cipla Avalahalli,38y,13.03229,77.73139
City Civil Court,48o,12.97343,77.58243
City Civil Court,4a,12.97334,77.58243
City Civil Court (CHAKRA),78,12.97339,77.58237
City Engineering College Vasantha Vallabha Nagara,2qb,12.88746,77.55039
City Engineering College Vasantha Vallabha Nagara,40w,12.8875,77.55042
Clarence School,1vp,13.00309,77.61666
Classic Archid Apartment Kothanuru,10y,12.87476,77.59214
Cloride Metal,4oa,12.93954,77.91152
Coca Cola Byramangala,21f,12.78086,77.40412
Coca Cola Byramangala,2w8,12.78103,77.40411
Coffee Board Layout,3jr,13.04843,77.60914
Coffee Day Hope Farm,32b,12.97987,77.75168
Coffee Day Hope Farm,lw,12.97998,77.75162
Cohera,1y1,13.17322,77.74122
Coles Park,2gt,12.99534,77.60829
Coles Park,5ad,12.99573,77.60668
Coles Park,5rg,12.99308,77.60928
Coles Park,e6,12.99301,77.60927
Coles Road,2,12.99632,77.61247
Coles Road,28p,12.99661,77.61204
College Cross Byadarahalli,193,12.98552,77.47964
College Cross Byadarahalli,44r,12.98569,77.47952
Commando Hospital,1xy,12.96271,77.62756
Commando Hospital,4cf,12.96364,77.62641
Commercial Street,14v,12.98163,77.60822
Commercial Street,2dc,12.97994,77.60981
Concord Apartment Electronic City,24z,12.84056,77.65185
Concord Apartment Electronic City,3k9,12.84061,77.65172
Concorde Napa Valley,3o,12.78852,77.5121
Corporation,3fh,12.9682,77.58936
Corporation,3xv,12.9648,77.58778
Corporation,4ul,12.96701,77.58822
Corporation,5k5,12.96839,77.58675
Country Club Bagaluru,5q7,13.12348,77.63937
Country Club Bagaluru,oz,13.12356,77.63933
Cox Town,2hz,12.99629,77.62153
Cox Town,3ou,12.99648,77.62157
Cross Kenganahalli,362,13.04047,77.42686
Cross Kenganahalli,4ku,13.04045,77.42692
Crown Plaza,46z,12.85082,77.66023
Crown Plaza,ry,12.85092,77.66
Crystal Apartment Sarjapura Road,1n7,12.86759,77.76725
Crystal Apartment Sarjapura Road,6a9,12.8677,77.76709
Cubbon Park Metro Station,329,12.98068,77.59831
Cubbon Park Metro Station,3tl,12.98068,77.59835
Cubbon Park Metro Station,514,12.98083,77.59722
Cunningham Road,2pj,12.98787,77.59427
C‌ Q A L,4tn,13.01178,77.59326
D Cross Doddaballapura,1fp,13.30654,77.54584
D Cross Doddaballapura,3rm,13.3066,77.54574
D Cross Doddaballapura,za,13.30659,77.54594
D Group Employees Layout,2di,13.09134,77.69091
D Group Employees Layout,2p3,13.09127,77.69089
D Group Employees Layout Srigandhada Kaval,1kw,12.97813,77.49874
D Group Employees Layout Srigandhada Kaval,5ov,12.97808,77.49874
D Hosahalli,376,12.96831,77.83242
D Hosahalli,sl,12.96839,77.83253
D Shettihalli Gate,4op,13.15048,77.86833
D Souza Circle,fl,12.96755,77.61106
D Souza Nagara,1b5,12.93199,77.53289
D Souza Nagara,3fa,12.93179,77.53331
DEPOT-19 Gate,2bt,12.84691,77.67192
DHFL,1mg,13.19945,77.69561
DHFL,x2,13.19963,77.69561
DLF Home Town,1di,12.87565,77.61775
DLF Home Town,2qk,12.8758,77.61776
DRDO Quarters,114,12.98546,77.66133
DRDO Quarters,3bi,12.98551,77.66147
DSC HAL GM Palya,1p6,12.97659,77.66824
DUO Heights Layout,19r,12.89486,77.61468
Daadinayakana Doddy,37s,12.83955,77.94408
Dabaspete,3ol,13.2277,77.24144
Dabaspete,6b1,13.22778,77.2418
Dabbaguli,1ri,12.89092,77.32275
Dabbaguli Gate,3jb,12.87,77.32808
Dabbaguli Gate,67w,12.87007,77.32804
Dabbaguli Gate-2,409,12.87945,77.31628
Dalai Lama College,4he,12.85049,77.42456
Dalai Lama College,687,12.85056,77.42409
Dalmia Circle,3pn,12.90639,77.59505
Dalmia Circle,4v4,12.90697,77.595
Dalmia Circle,58f,12.90618,77.59504
Damodhar Nagara,5f7,12.9536,77.79708
Dandiganahalli,5ls,13.30949,77.76763
Dandupalya,1yf,13.07461,77.81115
Dandupalya Cross,26e,13.07638,77.81149
Dandupalya Cross,694,13.07636,77.81145
Dandupalya Gate,1z,13.07728,77.80786
Dandupalya Gate,4mo,13.07689,77.80804
Dargha,3fg,13.28746,77.77446
Dargha,3zz,13.28742,77.77445
Darshan Farm,1je,12.9313,77.52682
Dasanapura,5cu,12.74761,77.77447
Dasanapura,9l,13.07523,77.43599
Dasanapura,pd,13.07542,77.43636
Dasanayakanahalli,48t,13.11823,77.68833
Dasappanapalya,6cl,13.07935,77.50591
Dasappanapalya,iz,13.07933,77.50587
Dasarahalli,35r,13.09998,77.83611
Dasarahalli Hebbala,13y,13.05633,77.61159
Dasarahalli Hebbala,45z,13.05627,77.61157
Dasarahalli Hebbala,4yf,13.05631,77.61148
Dasarahalli Kere,1nx,12.98595,77.54179
Dasarahalli Kere,g2,12.98517,77.54417
Dasarahalli Road Junction,1i9,13.05573,77.59451
Dasarahalli Road Junction,1tk,13.05583,77.5941
Dasegowdarapalya,6e4,13.02347,77.39426
Dasenahalli Cross,59d,13.14087,77.46523
Dasenahalli Cross,5d1,13.14091,77.46519
Dattatreya Peeta Doddagubbi,5th,13.06739,77.66465
Dattatreya Peeta Doddagubbi,vd,13.06732,77.66465
Dattatreya Temple Malleshwara,19h,12.99895,77.57462
Dattatreya Temple Malleshwara,ei,12.99893,77.57479
Dayananda Sagar College,4oo,12.90949,77.5654
Dayananda Sagar College,f3,12.90948,77.56553
Dayananda Sagar Vidya Samste,30g,12.82479,77.51377
Dayananda Sagar Vidya Samste,63b,12.82498,77.51373
Deccan,3ko,12.90247,77.62741
Deccan,3wy,12.90255,77.62745
Deepa Complex,1iv,12.96698,77.50519
Deepa Complex,2ou,12.96636,77.50508
Deepa Complex,3cl,12.96659,77.50483
Deepak Factory,1d0,13.04749,77.50135
Deepak Factory,2v7,13.04704,77.50159
Deepak Nursing Home,2wq,12.92518,77.57699
Deepak Nursing Home,3fe,12.92598,77.57711
Deepanjalinagara,1uf,12.95375,77.53624
Deepanjalinagara,3ev,12.9514,77.53724
Dell,61u,12.95275,77.64044
Dell Domluru,42n,12.95291,77.64065
Depot-02 Shanthinagara,291,12.95442,77.59488
Depot-03 Shanthinagara,tj,12.95532,77.596
Depot-04 Jayanagara,ws,12.92489,77.59346
Depot-06 Gate,1sx,12.98255,77.63434
Depot-06 Gate,3yj,12.9824,77.6344
Depot-06 Indiranagara,5g9,12.98189,77.63446
Depot-07 Subhashnagara,253,12.97901,77.57186
Depot-08 Yashawanthapura,3ql,13.01777,77.55551
Depot-09 Peenya,55q,13.02039,77.50022
Depot-10 Gate,3nn,13.02766,77.63242
Depot-10 Gate,4js,13.0255,77.63049
Depot-10 Gate,4xv,13.02577,77.63181
Depot-10 Gate,73,13.02542,77.63059
Depot-10 Hennuru,63j,13.02568,77.63233
Depot-11 Puttenahalli,d9,13.11061,77.57947
Depot-12 Gate,5i1,12.90471,77.47084
Depot-12 Gate,5rm,12.90481,77.47068
Depot-12 Kengeri,5v7,12.90424,77.4727
Depot-13 Kathriguppe,2se,12.92493,77.55434
Depot-14 Gate,5x6,13.02844,77.5937
Depot-14 RT Nagara,101,13.02868,77.59328
Depot-15 Koramangala,jt,12.9414,77.62487
Depot-16 Deepanajalinagara,3rr,12.95136,77.53703
Depot-17 Chandra Layout,26l,12.95897,77.52733
Depot-18 White Field,1vo,12.97686,77.72596
Depot-19 Electronic City,3pz,12.8474,77.67229
Depot-20 Banashankari,3fy,12.91871,77.57086
Depot-21 BEML Layout,rz,12.90673,77.52042
Depot-23 Kalyana Nagara,299,13.02655,77.63895
Depot-24 Gate,1r,13.00331,77.6825
Depot-24 Gate,34u,13.00341,77.6825
Depot-24 ITI Layout,b5,13.00163,77.68359
Depot-25 Gate,3tc,12.91956,77.64495
Depot-25 Gate,4fe,12.91936,77.64255
Depot-25 Gate (Central Silk Board),5pb,12.91952,77.64294
Depot-25 HSR Layout,58e,12.91986,77.64457
Depot-26 Yeshawanthapura,5cm,13.0186,77.55537
Depot-27 Gate,354,12.7801,77.63448
Depot-27 Gate,4p,12.78003,77.63445
Depot-27 Jigani,3dh,12.78019,77.63446
Depot-28 Hebbala,6z,13.04355,77.59335
Depot-29 KR Puram,5vs,13.00444,77.69175
Depot-30 Puttenahalli,1ct,13.11009,77.57762
Depot-31 Gate,240,12.99306,77.52146
Depot-31 Gate,5no,12.99311,77.5213
Depot-31 Summanahalli,4me,12.99285,77.52221
Depot-32 Suryacity,2zj,12.79047,77.70677
Depot-33 Poornapragna layout,37d,12.90974,77.53606
Depot-34 Gate,450,12.87021,77.58571
Depot-34 Gate,5kd,12.87023,77.58567
Depot-34 Kottanur,316,12.87168,77.58616
Depot-35 Gate,47o,12.9726,77.44268
Depot-35 Kannalli,123,12.97253,77.44263
Depot-36 Bidadi,5tu,12.76888,77.41428
Depot-36 Gate,1p7,12.76845,77.41403
Depot-36 Gate,l8,12.7684,77.41397
Depot-37 Kengeri,3s3,12.91344,77.48793
Depot-38 Chikkanagamangala,320,12.85019,77.69176
Depot-38 Gate,4n8,12.84901,77.69247
Depot-38 Gate,627,12.84902,77.69251
Depot-39 Gate,4s2,13.06905,77.78178
Depot-39 Hoskote,3po,13.06832,77.78173
Depot-40 Dasanapura,2kl,13.07402,77.44491
Depot-40 Gate,62a,13.06872,77.44766
Depot-41 Gate,4t1,12.9213,77.74239
Depot-41 Gate,5c8,12.92131,77.74234
Depot-41 Gunjuru,5ev,12.92231,77.7433
Depot-42 Gate  Arrival,5ir,12.89538,77.70565
Depot-42 Gate Departure,2z5,12.89553,77.7057
Depot-42 Kodathi,fc,12.89596,77.7041
Depot-43 Gate,1rt,13.06595,77.42564
Depot-43 Shivanapura,ad,13.0668,77.42575
Depot-44 Anjanapura,22g,12.85538,77.56969
Depot-45 Gate,40u,13.0829,77.55072
Depot-45 Gate,6e9,13.08298,77.55066
Depot-45 MS Palya,56,13.08431,77.55046
Depot-46 Gate,6d,13.18748,77.5634
Depot-46 Sadenahalli,31b,13.18393,77.56681
Depot-47 Gate,29c,13.08467,77.73201
Depot-47 Manduru,20,13.08535,77.73146
Depot-48 Byrathibande,20p,13.07668,77.65422
Depot-48 Gate,4l,13.07752,77.65472
Depot-48 Gate,5tn,13.07756,77.65467
Depot-49 Bidadi,13i,12.80177,77.39285
Depot-50 Devanahalli,140,13.24698,77.71744
Depot-51 Sadaramangala,3wc,12.99672,77.72654
Depot-51 Sadaramangala Arrival,2s,12.99596,77.72624
Depot-51 Sadaramangala Departure,2xs,12.99606,77.72622
Depot-52 Arrival,51k,13.15738,77.65908
Depot-52 Departure,4vh,13.15742,77.65912
Depot-52 Huttanahalli,20k,13.15723,77.65873
Depot-9,3ml,13.02036,77.50051
Deshnarayanaswamy Temple,4xu,13.13726,77.74569
Deshnarayanaswamy Temple,6b5,13.13719,77.74576
Design Global Mavallipura,3on,13.13126,77.53097
Design Global Mavallipura,52r,13.1313,77.53093
Deva Machohalli Cross,1ns,12.96552,77.3811
Deva Machohalli Cross,os,12.96536,77.38112
Devadiga Soudha,1z2,12.9265,77.51998
Devadiga Soudha,q,12.92658,77.52002
Devaganahalli,1a5,13.25331,77.64888
Devaganahalli,4in,13.2531,77.64887
Devagere,4pv,12.85653,77.4657
Devagere,6ch,12.85669,77.46556
Devagere Colony,1mx,12.85346,77.45795
Devagere Colony,4ah,12.85357,77.45801
Devagere Cross,1iw,12.86428,77.45713
Devagere Cross,67a,12.86431,77.45713
Devaiah Park,2e,12.99628,77.56424
